country_code,country,year,month,tempdiff
HRV,Croatia,2020,11,1.095
HRV,Croatia,2020,12,2.613
CYP,Cyprus,2009,12,0.0
CYP,Cyprus,2010,1,2.36
CYP,Cyprus,2010,2,1.9880000000000002
CYP,Cyprus,2010,3,2.5660000000000003
CYP,Cyprus,2010,4,1.6909999999999998
CYP,Cyprus,2010,5,1.67
CYP,Cyprus,2010,6,1.2
CYP,Cyprus,2010,7,1.329
CYP,Cyprus,2010,8,3.06
CYP,Cyprus,2010,9,2.439
CYP,Cyprus,2010,10,1.755
CYP,Cyprus,2010,11,2.9419999999999997
CYP,Cyprus,2010,12,2.767
CYP,Cyprus,2011,1,1.215
CYP,Cyprus,2011,2,0.8320000000000001
CYP,Cyprus,2011,3,0.5870000000000001
CYP,Cyprus,2011,4,0.322
CYP,Cyprus,2011,5,0.25
CYP,Cyprus,2011,6,0.8190000000000001
CYP,Cyprus,2011,7,1.444
CYP,Cyprus,2011,8,1.33
CYP,Cyprus,2011,9,1.5930000000000002
CYP,Cyprus,2011,10,0.075
CYP,Cyprus,2011,11,-2.144
CYP,Cyprus,2011,12,0.049
CYP,Cyprus,2012,1,-0.452
CYP,Cyprus,2012,2,-0.893
CYP,Cyprus,2012,3,-0.8
CYP,Cyprus,2012,4,1.319
CYP,Cyprus,2012,5,1.055
CYP,Cyprus,2012,6,1.776
CYP,Cyprus,2012,7,2.659
CYP,Cyprus,2012,8,2.15
CYP,Cyprus,2012,9,1.676
CYP,Cyprus,2012,10,1.916
CYP,Cyprus,2012,11,1.643
CYP,Cyprus,2012,12,1.206
CYP,Cyprus,2013,1,0.6679999999999999
CYP,Cyprus,2013,2,2.009
CYP,Cyprus,2013,3,1.767
CYP,Cyprus,2013,4,1.5959999999999999
CYP,Cyprus,2013,5,2.474
CYP,Cyprus,2013,6,1.1840000000000002
CYP,Cyprus,2013,7,0.909
CYP,Cyprus,2013,8,1.34
CYP,Cyprus,2013,9,0.8190000000000001
CYP,Cyprus,2013,10,-0.809
CYP,Cyprus,2013,11,2.18
CYP,Cyprus,2013,12,-0.85
CYP,Cyprus,2014,1,2.19
CYP,Cyprus,2014,2,1.5290000000000001
CYP,Cyprus,2014,3,2.1069999999999998
CYP,Cyprus,2014,4,2.017
CYP,Cyprus,2014,5,1.073
CYP,Cyprus,2014,6,1.115
CYP,Cyprus,2014,7,1.196
CYP,Cyprus,2014,8,1.52
CYP,Cyprus,2014,9,1.247
CYP,Cyprus,2014,10,0.359
CYP,Cyprus,2014,11,-0.262
CYP,Cyprus,2014,12,2.416
CYP,Cyprus,2015,1,0.095
CYP,Cyprus,2015,2,0.36200000000000004
CYP,Cyprus,2015,3,1.4569999999999999
CYP,Cyprus,2015,4,-0.11
CYP,Cyprus,2015,5,1.6119999999999999
CYP,Cyprus,2015,6,-0.305
CYP,Cyprus,2015,7,1.111
CYP,Cyprus,2015,8,1.681
CYP,Cyprus,2015,9,3.139
CYP,Cyprus,2015,10,2.112
CYP,Cyprus,2015,11,1.475
CYP,Cyprus,2015,12,0.287
CYP,Cyprus,2016,1,-0.518
CYP,Cyprus,2016,2,2.519
CYP,Cyprus,2016,3,2.167
CYP,Cyprus,2016,4,3.116
CYP,Cyprus,2016,5,1.413
CYP,Cyprus,2016,6,2.5869999999999997
CYP,Cyprus,2016,7,2.145
CYP,Cyprus,2016,8,2.006
CYP,Cyprus,2016,9,1.37
CYP,Cyprus,2016,10,1.8880000000000001
CYP,Cyprus,2016,11,0.561
CYP,Cyprus,2016,12,-1.669
CYP,Cyprus,2017,1,-0.877
CYP,Cyprus,2017,2,-0.151
CYP,Cyprus,2017,3,1.25
CYP,Cyprus,2017,4,1.3130000000000002
CYP,Cyprus,2017,5,1.382
CYP,Cyprus,2017,6,1.485
CYP,Cyprus,2017,7,2.8080000000000003
CYP,Cyprus,2017,8,1.796
CYP,Cyprus,2017,9,2.121
CYP,Cyprus,2017,10,0.893
CYP,Cyprus,2017,11,0.642
CYP,Cyprus,2017,12,1.984
CYP,Cyprus,2018,1,1.421
CYP,Cyprus,2018,2,2.7230000000000003
CYP,Cyprus,2018,3,3.2039999999999997
CYP,Cyprus,2018,4,2.875
CYP,Cyprus,2018,5,3.6489999999999996
CYP,Cyprus,2018,6,1.892
CYP,Cyprus,2018,7,1.896
CYP,Cyprus,2018,8,1.88
CYP,Cyprus,2018,9,2.391
CYP,Cyprus,2018,10,1.943
CYP,Cyprus,2018,11,0.9690000000000001
CYP,Cyprus,2018,12,1.3769999999999998
CYP,Cyprus,2019,1,0.535
CYP,Cyprus,2019,2,1.067
CYP,Cyprus,2019,3,0.544
CYP,Cyprus,2019,4,-0.07200000000000001
CYP,Cyprus,2019,5,2.552
CYP,Cyprus,2019,6,2.549
CYP,Cyprus,2019,7,1.716
CYP,Cyprus,2019,8,1.903
CYP,Cyprus,2019,9,2.004
CYP,Cyprus,2019,10,2.715
CYP,Cyprus,2019,11,2.8280000000000003
CYP,Cyprus,2019,12,1.239
CYP,Cyprus,2020,1,0.258
CYP,Cyprus,2020,2,0.41600000000000004
CYP,Cyprus,2020,3,1.624
CYP,Cyprus,2020,4,0.895
CYP,Cyprus,2020,5,2.5780000000000003
CYP,Cyprus,2020,6,0.617
CYP,Cyprus,2020,7,2.1790000000000003
CYP,Cyprus,2020,8,2.046
CYP,Cyprus,2020,9,4.266
CYP,Cyprus,2020,10,3.779
CYP,Cyprus,2020,11,1.641
CYP,Cyprus,2020,12,2.3280000000000003
CZE,Czech Republic,2009,12,0.0
CZE,Czech Republic,2010,1,-1.9780000000000002
CZE,Czech Republic,2010,2,-0.06
CZE,Czech Republic,2010,3,0.997
CZE,Czech Republic,2010,4,1.23
CZE,Czech Republic,2010,5,0.055999999999999994
CZE,Czech Republic,2010,6,1.1159999999999999
CZE,Czech Republic,2010,7,3.21
CZE,Czech Republic,2010,8,0.9059999999999999
CZE,Czech Republic,2010,9,-1.015
CZE,Czech Republic,2010,10,-1.365
CZE,Czech Republic,2010,11,2.099
CZE,Czech Republic,2010,12,-3.6439999999999997
CZE,Czech Republic,2011,1,2.035
CZE,Czech Republic,2011,2,0.106
CZE,Czech Republic,2011,3,2.0269999999999997
CZE,Czech Republic,2011,4,3.623
CZE,Czech Republic,2011,5,1.6219999999999999
CZE,Czech Republic,2011,6,1.712
CZE,Czech Republic,2011,7,-0.149
CZE,Czech Republic,2011,8,2.145
CZE,Czech Republic,2011,9,2.452
CZE,Czech Republic,2011,10,0.521
CZE,Czech Republic,2011,11,0.35700000000000004
CZE,Czech Republic,2011,12,2.985
CZE,Czech Republic,2012,1,2.8819999999999997
CZE,Czech Republic,2012,2,-3.437
CZE,Czech Republic,2012,3,3.597
CZE,Czech Republic,2012,4,1.4509999999999998
CZE,Czech Republic,2012,5,2.595
CZE,Czech Republic,2012,6,1.515
CZE,Czech Republic,2012,7,1.9
CZE,Czech Republic,2012,8,2.4219999999999997
CZE,Czech Republic,2012,9,1.056
CZE,Czech Republic,2012,10,0.16699999999999998
CZE,Czech Republic,2012,11,2.1630000000000003
CZE,Czech Republic,2012,12,0.042
CZE,Czech Republic,2013,1,1.319
CZE,Czech Republic,2013,2,0.126
CZE,Czech Republic,2013,3,-2.42
CZE,Czech Republic,2013,4,1.483
CZE,Czech Republic,2013,5,0.7559999999999999
CZE,Czech Republic,2013,6,0.77
CZE,Czech Republic,2013,7,2.804
CZE,Czech Republic,2013,8,2.072
CZE,Czech Republic,2013,9,-0.35100000000000003
CZE,Czech Republic,2013,10,1.796
CZE,Czech Republic,2013,11,1.272
CZE,Czech Republic,2013,12,2.7680000000000002
CZE,Czech Republic,2014,1,3.728
CZE,Czech Republic,2014,2,4.2989999999999995
CZE,Czech Republic,2014,3,4.566
CZE,Czech Republic,2014,4,3.1630000000000003
CZE,Czech Republic,2014,5,0.5720000000000001
CZE,Czech Republic,2014,6,0.925
CZE,Czech Republic,2014,7,2.6460000000000004
CZE,Czech Republic,2014,8,-0.087
CZE,Czech Republic,2014,9,1.601
CZE,Czech Republic,2014,10,2.7539999999999996
CZE,Czech Republic,2014,11,3.286
CZE,Czech Republic,2014,12,2.3930000000000002
CZE,Czech Republic,2015,1,3.7880000000000003
CZE,Czech Republic,2015,2,1.466
CZE,Czech Republic,2015,3,2.338
CZE,Czech Republic,2015,4,1.022
CZE,Czech Republic,2015,5,0.838
CZE,Czech Republic,2015,6,0.9840000000000001
CZE,Czech Republic,2015,7,3.575
CZE,Czech Republic,2015,8,4.905
CZE,Czech Republic,2015,9,0.787
CZE,Czech Republic,2015,10,0.099
CZE,Czech Republic,2015,11,3.392
CZE,Czech Republic,2015,12,4.9910000000000005
CZE,Czech Republic,2016,1,1.709
CZE,Czech Republic,2016,2,4.581
CZE,Czech Republic,2016,3,1.5
CZE,Czech Republic,2016,4,1.176
CZE,Czech Republic,2016,5,1.74
CZE,Czech Republic,2016,6,2.19
CZE,Czech Republic,2016,7,2.287
CZE,Czech Republic,2016,8,1.285
CZE,Czech Republic,2016,9,3.688
CZE,Czech Republic,2016,10,-0.256
CZE,Czech Republic,2016,11,0.17800000000000002
CZE,Czech Republic,2016,12,1.013
CZE,Czech Republic,2017,1,-2.1919999999999997
CZE,Czech Republic,2017,2,3.074
CZE,Czech Republic,2017,3,4.285
CZE,Czech Republic,2017,4,0.215
CZE,Czech Republic,2017,5,2.2230000000000003
CZE,Czech Republic,2017,6,2.935
CZE,Czech Republic,2017,7,2.079
CZE,Czech Republic,2017,8,2.762
CZE,Czech Republic,2017,9,-0.341
CZE,Czech Republic,2017,10,2.16
CZE,Czech Republic,2017,11,1.092
CZE,Czech Republic,2017,12,1.797
CZE,Czech Republic,2018,1,4.954
CZE,Czech Republic,2018,2,-1.649
CZE,Czech Republic,2018,3,-0.998
CZE,Czech Republic,2018,4,5.854
CZE,Czech Republic,2018,5,4.4910000000000005
CZE,Czech Republic,2018,6,2.685
CZE,Czech Republic,2018,7,3.114
CZE,Czech Republic,2018,8,4.556
CZE,Czech Republic,2018,9,2.439
CZE,Czech Republic,2018,10,2.75
CZE,Czech Republic,2018,11,1.985
CZE,Czech Republic,2018,12,2.2880000000000003
CZE,Czech Republic,2019,1,1.273
CZE,Czech Republic,2019,2,4.106
CZE,Czech Republic,2019,3,3.8560000000000003
CZE,Czech Republic,2019,4,2.5269999999999997
CZE,Czech Republic,2019,5,-0.914
CZE,Czech Republic,2019,6,5.289
CZE,Czech Republic,2019,7,2.526
CZE,Czech Republic,2019,8,3.3939999999999997
CZE,Czech Republic,2019,9,1.189
CZE,Czech Republic,2019,10,2.502
CZE,Czech Republic,2019,11,2.639
CZE,Czech Republic,2019,12,3.1460000000000004
CZE,Czech Republic,2020,1,3.702
CZE,Czech Republic,2020,2,5.4079999999999995
CZE,Czech Republic,2020,3,2.242
CZE,Czech Republic,2020,4,2.542
CZE,Czech Republic,2020,5,-0.377
CZE,Czech Republic,2020,6,1.42
CZE,Czech Republic,2020,7,1.5290000000000001
CZE,Czech Republic,2020,8,3.4139999999999997
CZE,Czech Republic,2020,9,2.036
CZE,Czech Republic,2020,10,1.431
CZE,Czech Republic,2020,11,1.7890000000000001
CZE,Czech Republic,2020,12,2.715
DNK,Denmark,2009,12,0.0
DNK,Denmark,2010,1,-3.511
DNK,Denmark,2010,2,-1.376
DNK,Denmark,2010,3,0.897
DNK,Denmark,2010,4,1.531
DNK,Denmark,2010,5,-0.8009999999999999
DNK,Denmark,2010,6,-0.213
DNK,Denmark,2010,7,3.2310000000000003
DNK,Denmark,2010,8,0.975
DNK,Denmark,2010,9,-0.10300000000000001
DNK,Denmark,2010,10,-0.545
DNK,Denmark,2010,11,-1.2930000000000001
DNK,Denmark,2010,12,-6.0760000000000005
DNK,Denmark,2011,1,0.6920000000000001
DNK,Denmark,2011,2,0.32299999999999995
DNK,Denmark,2011,3,1.182
DNK,Denmark,2011,4,4.183
DNK,Denmark,2011,5,1.278
DNK,Denmark,2011,6,1.032
DNK,Denmark,2011,7,0.8490000000000001
DNK,Denmark,2011,8,0.732
DNK,Denmark,2011,9,1.4569999999999999
DNK,Denmark,2011,10,0.902
DNK,Denmark,2011,11,1.758
DNK,Denmark,2011,12,2.842
DNK,Denmark,2012,1,2.49
DNK,Denmark,2012,2,-0.294
DNK,Denmark,2012,3,4.106
DNK,Denmark,2012,4,0.703
DNK,Denmark,2012,5,1.758
DNK,Denmark,2012,6,-1.129
DNK,Denmark,2012,7,0.55
DNK,Denmark,2012,8,1.155
DNK,Denmark,2012,9,0.425
DNK,Denmark,2012,10,-0.155
DNK,Denmark,2012,11,1.3459999999999999
DNK,Denmark,2012,12,-1.767
DNK,Denmark,2013,1,0.29600000000000004
DNK,Denmark,2013,2,0.389
DNK,Denmark,2013,3,-2.5069999999999997
DNK,Denmark,2013,4,0.12300000000000001
DNK,Denmark,2013,5,1.723
DNK,Denmark,2013,6,0.146
DNK,Denmark,2013,7,1.775
DNK,Denmark,2013,8,1.493
DNK,Denmark,2013,9,0.275
DNK,Denmark,2013,10,1.744
DNK,Denmark,2013,11,1.209
DNK,Denmark,2013,12,3.514
DNK,Denmark,2014,1,1.798
DNK,Denmark,2014,2,4.9430000000000005
DNK,Denmark,2014,3,4.343
DNK,Denmark,2014,4,3.4130000000000003
DNK,Denmark,2014,5,1.591
DNK,Denmark,2014,6,0.617
DNK,Denmark,2014,7,3.752
DNK,Denmark,2014,8,0.574
DNK,Denmark,2014,9,1.976
DNK,Denmark,2014,10,3.003
DNK,Denmark,2014,11,2.73
DNK,Denmark,2014,12,1.6019999999999999
DNK,Denmark,2015,1,3.5269999999999997
DNK,Denmark,2015,2,2.977
DNK,Denmark,2015,3,3.225
DNK,Denmark,2015,4,1.745
DNK,Denmark,2015,5,-0.316
DNK,Denmark,2015,6,-1.026
DNK,Denmark,2015,7,0.53
DNK,Denmark,2015,8,1.976
DNK,Denmark,2015,9,0.737
DNK,Denmark,2015,10,0.516
DNK,Denmark,2015,11,2.79
DNK,Denmark,2015,12,5.081
DNK,Denmark,2016,1,0.166
DNK,Denmark,2016,2,3.531
DNK,Denmark,2016,3,2.355
DNK,Denmark,2016,4,1.413
DNK,Denmark,2016,5,2.813
DNK,Denmark,2016,6,1.945
DNK,Denmark,2016,7,1.296
DNK,Denmark,2016,8,0.708
DNK,Denmark,2016,9,3.552
DNK,Denmark,2016,10,-0.10099999999999999
DNK,Denmark,2016,11,-0.489
DNK,Denmark,2016,12,2.9130000000000003
DNK,Denmark,2017,1,1.671
DNK,Denmark,2017,2,2.7119999999999997
DNK,Denmark,2017,3,3.395
DNK,Denmark,2017,4,0.907
DNK,Denmark,2017,5,1.901
DNK,Denmark,2017,6,0.983
DNK,Denmark,2017,7,0.259
DNK,Denmark,2017,8,0.696
DNK,Denmark,2017,9,0.828
DNK,Denmark,2017,10,2.051
DNK,Denmark,2017,11,1.173
DNK,Denmark,2017,12,2.255
DNK,Denmark,2018,1,3.1180000000000003
DNK,Denmark,2018,2,-0.08
DNK,Denmark,2018,3,-1.3259999999999998
DNK,Denmark,2018,4,3.2760000000000002
DNK,Denmark,2018,5,4.7219999999999995
DNK,Denmark,2018,6,2.491
DNK,Denmark,2018,7,3.782
DNK,Denmark,2018,8,2.48
DNK,Denmark,2018,9,1.76
DNK,Denmark,2018,10,1.64
DNK,Denmark,2018,11,1.235
DNK,Denmark,2018,12,2.539
DNK,Denmark,2019,1,2.117
DNK,Denmark,2019,2,5.101
DNK,Denmark,2019,3,3.7739999999999996
DNK,Denmark,2019,4,2.909
DNK,Denmark,2019,5,0.146
DNK,Denmark,2019,6,2.858
DNK,Denmark,2019,7,1.44
DNK,Denmark,2019,8,2.23
DNK,Denmark,2019,9,1.004
DNK,Denmark,2019,10,0.946
DNK,Denmark,2019,11,1.171
DNK,Denmark,2019,12,3.194
DNK,Denmark,2020,1,5.78
DNK,Denmark,2020,2,5.729
DNK,Denmark,2020,3,2.967
DNK,Denmark,2020,4,2.44
DNK,Denmark,2020,5,0.05
DNK,Denmark,2020,6,2.398
DNK,Denmark,2020,7,-0.307
DNK,Denmark,2020,8,2.8939999999999997
DNK,Denmark,2020,9,1.544
DNK,Denmark,2020,10,1.7619999999999998
DNK,Denmark,2020,11,3.008
DNK,Denmark,2020,12,2.59
EST,Estonia,2009,12,0.0
EST,Estonia,2010,1,-5.595
EST,Estonia,2010,2,-1.089
EST,Estonia,2010,3,1.128
EST,Estonia,2010,4,2.176
EST,Estonia,2010,5,2.634
EST,Estonia,2010,6,0.11699999999999999
EST,Estonia,2010,7,5.382000000000001
EST,Estonia,2010,8,2.832
EST,Estonia,2010,9,0.701
EST,Estonia,2010,10,-0.904
EST,Estonia,2010,11,-0.392
EST,Estonia,2010,12,-4.256
EST,Estonia,2011,1,1.7919999999999998
EST,Estonia,2011,2,-3.252
EST,Estonia,2011,3,1.7930000000000001
EST,Estonia,2011,4,2.611
EST,Estonia,2011,5,1.107
EST,Estonia,2011,6,2.484
EST,Estonia,2011,7,3.984
EST,Estonia,2011,8,1.392
EST,Estonia,2011,9,2.21
EST,Estonia,2011,10,1.84
EST,Estonia,2011,11,3.613
EST,Estonia,2011,12,5.202000000000001
EST,Estonia,2012,1,2.011
EST,Estonia,2012,2,-2.19
EST,Estonia,2012,3,3.47
EST,Estonia,2012,4,1.669
EST,Estonia,2012,5,1.87
EST,Estonia,2012,6,-1.107
EST,Estonia,2012,7,1.639
EST,Estonia,2012,8,0.19699999999999998
EST,Estonia,2012,9,1.641
EST,Estonia,2012,10,0.5539999999999999
EST,Estonia,2012,11,2.4330000000000003
EST,Estonia,2012,12,-2.741
EST,Estonia,2013,1,0.24100000000000002
EST,Estonia,2013,2,3.819
EST,Estonia,2013,3,-3.213
EST,Estonia,2013,4,0.125
EST,Estonia,2013,5,4.075
EST,Estonia,2013,6,2.977
EST,Estonia,2013,7,1.3619999999999999
EST,Estonia,2013,8,1.515
EST,Estonia,2013,9,1.042
EST,Estonia,2013,10,1.3519999999999999
EST,Estonia,2013,11,3.3089999999999997
EST,Estonia,2013,12,4.843999999999999
EST,Estonia,2014,1,-0.392
EST,Estonia,2014,2,6.531000000000001
EST,Estonia,2014,3,5.574
EST,Estonia,2014,4,2.863
EST,Estonia,2014,5,2.0709999999999997
EST,Estonia,2014,6,-0.8170000000000001
EST,Estonia,2014,7,3.2
EST,Estonia,2014,8,1.8969999999999998
EST,Estonia,2014,9,1.641
EST,Estonia,2014,10,0.261
EST,Estonia,2014,11,1.207
EST,Estonia,2014,12,2.293
EST,Estonia,2015,1,4.811
EST,Estonia,2015,2,6.216
EST,Estonia,2015,3,5.747000000000001
EST,Estonia,2015,4,2.356
EST,Estonia,2015,5,0.6
EST,Estonia,2015,6,-0.581
EST,Estonia,2015,7,-0.076
EST,Estonia,2015,8,1.4709999999999999
EST,Estonia,2015,9,2.22
EST,Estonia,2015,10,-0.263
EST,Estonia,2015,11,3.471
EST,Estonia,2015,12,5.791
EST,Estonia,2016,1,-2.4419999999999997
EST,Estonia,2016,2,6.803999999999999
EST,Estonia,2016,3,3.5239999999999996
EST,Estonia,2016,4,2.366
EST,Estonia,2016,5,3.52
EST,Estonia,2016,6,1.178
EST,Estonia,2016,7,1.624
EST,Estonia,2016,8,0.767
EST,Estonia,2016,9,1.892
EST,Estonia,2016,10,-1.095
EST,Estonia,2016,11,-1.248
EST,Estonia,2016,12,3.168
EST,Estonia,2017,1,3.227
EST,Estonia,2017,2,3.832
EST,Estonia,2017,3,4.3919999999999995
EST,Estonia,2017,4,0.23199999999999998
EST,Estonia,2017,5,0.158
EST,Estonia,2017,6,-0.917
EST,Estonia,2017,7,-0.5820000000000001
EST,Estonia,2017,8,0.878
EST,Estonia,2017,9,1.3030000000000002
EST,Estonia,2017,10,-0.035
EST,Estonia,2017,11,2.042
EST,Estonia,2017,12,4.031000000000001
EST,Estonia,2018,1,4.152
EST,Estonia,2018,2,-0.67
EST,Estonia,2018,3,-0.505
EST,Estonia,2018,4,3.008
EST,Estonia,2018,5,4.827
EST,Estonia,2018,6,0.6659999999999999
EST,Estonia,2018,7,3.733
EST,Estonia,2018,8,2.773
EST,Estonia,2018,9,3.071
EST,Estonia,2018,10,1.46
EST,Estonia,2018,11,2.083
EST,Estonia,2018,12,1.459
EST,Estonia,2019,1,1.251
EST,Estonia,2019,2,6.412999999999999
EST,Estonia,2019,3,4.1530000000000005
EST,Estonia,2019,4,3.4730000000000003
EST,Estonia,2019,5,1.4280000000000002
EST,Estonia,2019,6,3.036
EST,Estonia,2019,7,0.12
EST,Estonia,2019,8,0.995
EST,Estonia,2019,9,0.884
EST,Estonia,2019,10,0.8959999999999999
EST,Estonia,2019,11,2.0340000000000003
EST,Estonia,2019,12,5.152
EST,Estonia,2020,1,8.72
EST,Estonia,2020,2,7.9270000000000005
EST,Estonia,2020,3,5.474
EST,Estonia,2020,4,1.824
EST,Estonia,2020,5,-0.204
EST,Estonia,2020,6,3.1519999999999997
EST,Estonia,2020,7,-0.094
EST,Estonia,2020,8,1.314
EST,Estonia,2020,9,2.761
EST,Estonia,2020,10,3.127
EST,Estonia,2020,11,4.002
EST,Estonia,2020,12,3.589
FIN,Finland,2009,12,0.0
FIN,Finland,2010,1,-3.4130000000000003
FIN,Finland,2010,2,-2.2230000000000003
FIN,Finland,2010,3,-0.078
FIN,Finland,2010,4,2.6260000000000003
FIN,Finland,2010,5,3.005
FIN,Finland,2010,6,-0.655
FIN,Finland,2010,7,3.7689999999999997
FIN,Finland,2010,8,0.998
FIN,Finland,2010,9,1.226
FIN,Finland,2010,10,0.993
FIN,Finland,2010,11,-2.424
FIN,Finland,2010,12,-4.831
FIN,Finland,2011,1,0.8190000000000001
FIN,Finland,2011,2,-3.8089999999999997
FIN,Finland,2011,3,2.213
FIN,Finland,2011,4,3.759
FIN,Finland,2011,5,1.63
FIN,Finland,2011,6,2.377
FIN,Finland,2011,7,3.0589999999999997
FIN,Finland,2011,8,1.014
FIN,Finland,2011,9,2.7289999999999996
FIN,Finland,2011,10,2.759
FIN,Finland,2011,11,4.707
FIN,Finland,2011,12,6.558
FIN,Finland,2012,1,1.758
FIN,Finland,2012,2,-0.855
FIN,Finland,2012,3,3.785
FIN,Finland,2012,4,0.693
FIN,Finland,2012,5,1.5830000000000002
FIN,Finland,2012,6,-0.738
FIN,Finland,2012,7,0.768
FIN,Finland,2012,8,0.17300000000000001
FIN,Finland,2012,9,1.1440000000000001
FIN,Finland,2012,10,0.774
FIN,Finland,2012,11,3.068
FIN,Finland,2012,12,-3.537
FIN,Finland,2013,1,2.358
FIN,Finland,2013,2,5.042
FIN,Finland,2013,3,-3.425
FIN,Finland,2013,4,0.884
FIN,Finland,2013,5,4.021
FIN,Finland,2013,6,3.0239999999999996
FIN,Finland,2013,7,0.7809999999999999
FIN,Finland,2013,8,1.758
FIN,Finland,2013,9,2.366
FIN,Finland,2013,10,1.339
FIN,Finland,2013,11,2.656
FIN,Finland,2013,12,4.768
FIN,Finland,2014,1,-0.14400000000000002
FIN,Finland,2014,2,8.561
FIN,Finland,2014,3,5.601
FIN,Finland,2014,4,2.6630000000000003
FIN,Finland,2014,5,1.4680000000000002
FIN,Finland,2014,6,-0.8170000000000001
FIN,Finland,2014,7,3.437
FIN,Finland,2014,8,1.976
FIN,Finland,2014,9,1.859
FIN,Finland,2014,10,0.182
FIN,Finland,2014,11,1.7530000000000001
FIN,Finland,2014,12,3.071
FIN,Finland,2015,1,2.739
FIN,Finland,2015,2,7.287000000000001
FIN,Finland,2015,3,5.779
FIN,Finland,2015,4,3.042
FIN,Finland,2015,5,1.375
FIN,Finland,2015,6,-0.909
FIN,Finland,2015,7,-0.955
FIN,Finland,2015,8,1.598
FIN,Finland,2015,9,2.924
FIN,Finland,2015,10,1.415
FIN,Finland,2015,11,4.183
FIN,Finland,2015,12,5.255
FIN,Finland,2016,1,-3.2939999999999996
FIN,Finland,2016,2,6.524
FIN,Finland,2016,3,4.337
FIN,Finland,2016,4,2.964
FIN,Finland,2016,5,4.1419999999999995
FIN,Finland,2016,6,0.643
FIN,Finland,2016,7,1.9180000000000001
FIN,Finland,2016,8,0.5579999999999999
FIN,Finland,2016,9,2.224
FIN,Finland,2016,10,0.9309999999999999
FIN,Finland,2016,11,-0.2
FIN,Finland,2016,12,3.6210000000000004
FIN,Finland,2017,1,4.365
FIN,Finland,2017,2,4.03
FIN,Finland,2017,3,3.883
FIN,Finland,2017,4,-0.099
FIN,Finland,2017,5,-0.905
FIN,Finland,2017,6,-1.063
FIN,Finland,2017,7,-0.23800000000000002
FIN,Finland,2017,8,0.354
FIN,Finland,2017,9,1.048
FIN,Finland,2017,10,0.9309999999999999
FIN,Finland,2017,11,2.115
FIN,Finland,2017,12,3.697
FIN,Finland,2018,1,3.424
FIN,Finland,2018,2,-0.495
FIN,Finland,2018,3,-1.786
FIN,Finland,2018,4,2.148
FIN,Finland,2018,5,4.938
FIN,Finland,2018,6,-0.13699999999999998
FIN,Finland,2018,7,4.293
FIN,Finland,2018,8,2.245
FIN,Finland,2018,9,2.441
FIN,Finland,2018,10,1.237
FIN,Finland,2018,11,4.039
FIN,Finland,2018,12,2.4930000000000003
FIN,Finland,2019,1,-0.265
FIN,Finland,2019,2,4.77
FIN,Finland,2019,3,2.605
FIN,Finland,2019,4,3.825
FIN,Finland,2019,5,1.247
FIN,Finland,2019,6,1.6280000000000001
FIN,Finland,2019,7,-0.22899999999999998
FIN,Finland,2019,8,0.773
FIN,Finland,2019,9,1.002
FIN,Finland,2019,10,-0.601
FIN,Finland,2019,11,0.401
FIN,Finland,2019,12,5.251
FIN,Finland,2020,1,7.5089999999999995
FIN,Finland,2020,2,6.8260000000000005
FIN,Finland,2020,3,4.452
FIN,Finland,2020,4,1.31
FIN,Finland,2020,5,-0.06
FIN,Finland,2020,6,3.3110000000000004
FIN,Finland,2020,7,0.107
FIN,Finland,2020,8,1.133
FIN,Finland,2020,9,2.256
FIN,Finland,2020,10,2.985
FIN,Finland,2020,11,4.965
FIN,Finland,2020,12,5.442
FRA,France,2009,12,0.0
FRA,France,2010,1,-1.712
FRA,France,2010,2,-0.489
FRA,France,2010,3,0.09
FRA,France,2010,4,1.733
FRA,France,2010,5,-0.257
FRA,France,2010,6,1.337
FRA,France,2010,7,2.596
FRA,France,2010,8,0.727
FRA,France,2010,9,-0.168
FRA,France,2010,10,-0.019
FRA,France,2010,11,0.332
FRA,France,2010,12,-2.2840000000000003
FRA,France,2011,1,0.807
FRA,France,2011,2,1.72
FRA,France,2011,3,1.615
FRA,France,2011,4,4.138999999999999
FRA,France,2011,5,2.767
FRA,France,2011,6,1.1520000000000001
FRA,France,2011,7,-0.521
FRA,France,2011,8,1.5130000000000001
FRA,France,2011,9,2.291
FRA,France,2011,10,1.6569999999999998
FRA,France,2011,11,3.0469999999999997
FRA,France,2011,12,2.464
FRA,France,2012,1,2.1180000000000003
FRA,France,2012,2,-3.005
FRA,France,2012,3,2.9130000000000003
FRA,France,2012,4,0.163
FRA,France,2012,5,1.7990000000000002
FRA,France,2012,6,1.567
FRA,France,2012,7,0.49200000000000005
FRA,France,2012,8,2.6639999999999997
FRA,France,2012,9,0.456
FRA,France,2012,10,1.145
FRA,France,2012,11,1.359
FRA,France,2012,12,1.411
FRA,France,2013,1,0.634
FRA,France,2013,2,-1.4040000000000001
FRA,France,2013,3,-0.713
FRA,France,2013,4,0.637
FRA,France,2013,5,-1.225
FRA,France,2013,6,0.174
FRA,France,2013,7,3.025
FRA,France,2013,8,1.6469999999999998
FRA,France,2013,9,1.015
FRA,France,2013,10,2.541
FRA,France,2013,11,0.313
FRA,France,2013,12,1.4380000000000002
FRA,France,2014,1,3.213
FRA,France,2014,2,2.4130000000000003
FRA,France,2014,3,2.173
FRA,France,2014,4,2.7089999999999996
FRA,France,2014,5,0.518
FRA,France,2014,6,2.11
