country,distribution_losses_electricity,coal_peat_and_manufactured_gases,Net Electricity Production Combustible Renewables,geothermal,hydro,natural_gas,nuclear,oil_and_petroleum_products,other_combustible_non-renewables,other_renewables,others,solar,wind,total_exports_electricity,total_imports Electricity,used_for_pumped_storage_electricity,month,year,country_code
Argentina,,254.968,103.72200000000001,0.0,1890.171,6962.605,356.18800000000005,1383.536,0.0,0.0,,1.192,44.253,,,,04,2015,ARG
Argentina,,59.611999999999995,23.65,0.0,2367.2,6072.343000000001,717.686,1415.195,0.0,,,0.823,51.06399999999999,,,,04,2016,ARG
Argentina,,276.379,57.946999999999996,0.0,2149.589,6520.064,244.192,902.217,0.0,,,1.077,45.599,,,,04,2017,ARG
Argentina,,189.0145,56.9715,0.0,2267.9021,7488.1914,580.6021,736.8802,0.0,0.0,0.0,1.7048,58.7371,,,,04,2018,ARG
Argentina,,0.0,97.5631,0.0,1939.1236,6748.3905,643.5017,41.3014,0.0,0.0,0.0,49.9768,327.3478,,,,04,2019,ARG
Argentina,,0.0,119.7903,0.0,1378.2762,6370.1373,980.5793,16.0492,0.0,0.0,0.0,79.3179,606.377,,,,04,2020,ARG
Argentina,,260.5899,137.4805,0.0,1229.3087,6232.8836,534.0421,812.1362,0.0,0.0,0.0,144.6262,950.6949,,,,04,2021,ARG
Argentina,,255.5503,170.1682,,1736.2156,5395.0922,661.3989,800.2729,,,,227.9239,1205.4749,,,,04,2022,ARG
Argentina,,214.41400000000002,116.145,0.0,3343.3309999999997,5303.4980000000005,607.935,1645.941,0.0,0.0,,1.12,51.677,,,,08,2015,ARG
Argentina,,281.98400000000004,23.982,0.0,2023.766,6693.468000000001,504.066,1591.317,0.0,,,1.297,44.938,,,,08,2016,ARG
Argentina,,184.201,139.01,0.0,2505.627,7423.24,627.465,589.612,0.0,,,1.3630000000000002,53.465,,,,08,2017,ARG
Argentina,,277.1856,155.4577,0.0,2766.191,7640.3211,671.1736,552.0654,0.0,0.0,0.0,7.251,135.8003,,,,08,2018,ARG
Argentina,,0.0,159.0972,0.0,2571.468,7072.4324,870.3589999999999,278.6812,0.0,0.0,0.0,66.3814,443.5897,,,,08,2019,ARG
Argentina,,320.9284,226.1044,0.0,1967.9629,6389.8907,895.9666,514.0404,0.0,0.0,0.0,85.8353,920.9252,,,,08,2020,ARG
Argentina,,268.2275,220.4112,0.0,1292.0849,8029.2923,1068.5919,666.5549,0.0,0.0,0.0,164.1248,1193.3985,,,,08,2021,ARG
Argentina,,195.7609,214.1896,,2087.5529,5322.63,953.623,1258.4343,,,,229.2928,1165.2652,,,,08,2022,ARG
Argentina,,228.149,76.337,0.0,2868.5370000000003,6265.463000000001,976.5169999999999,1675.46,0.0,0.0,,1.465,55.301,,,,12,2015,ARG
Argentina,,233.18099999999998,25.409000000000002,0.0,2603.387,7295.052,535.9680000000001,1816.128,0.0,,,1.4769999999999999,54.544,,,,12,2016,ARG
Argentina,,164.896,97.78299999999999,0.0,2971.6059999999998,7903.744000000001,656.872,687.648,0.0,,,1.7009999999999998,66.49600000000001,,,,12,2017,ARG
Argentina,,0.0,96.7115,0.0,3189.3956,7169.6647,214.6634,85.1458,0.0,0.0,0.0,38.7888,256.9093,,,,12,2018,ARG
Argentina,,235.9043,135.7053,0.0,2381.3022,7418.1718,733.9571,120.1795,0.0,0.0,0.0,117.3301,598.3938,,,,12,2019,ARG
Argentina,,343.7514,237.56400000000002,0.0,1859.0645,7148.6772,698.1081,1130.5938,0.0,0.0,0.0,214.2726,1014.044,,,,12,2020,ARG
Argentina,,240.2345,178.0965,0.0,1580.2811,7535.329000000001,1030.7934,1309.6775,0.0,0.0,0.0,248.2187,1096.5491,,,,12,2021,ARG
Argentina,,254.477,185.5859,,2294.9931,5570.1858,395.4625,2170.0778,,,,297.9271,1220.1606,,,,12,2022,ARG
Argentina,,203.21099999999998,49.518,0.0,2032.279,6673.424,610.064,1670.965,0.0,0.0,,1.262,42.504,,,,02,2015,ARG
Argentina,,250.33700000000002,42.15,0.0,2642.5609999999997,7174.517,672.296,1872.046,0.0,,,1.32,44.431999999999995,,,,02,2016,ARG
Argentina,,231.919,93.89,0.0,2462.237,6928.183000000001,640.168,1302.3010000000002,0.0,,,1.235,41.371,,,,02,2017,ARG
Argentina,,246.1544,65.5695,0.0,2442.0404,7495.6857,577.4931,1060.8005,0.0,0.0,0.0,1.411,45.4189,,,,02,2018,ARG
Argentina,,123.1177,81.9778,0.0,1982.7133,7369.1594,302.1093,813.9008,0.0,0.0,0.0,43.4479,230.6625,,,,02,2019,ARG
Argentina,,120.1288,98.9462,0.0,1953.2474,7270.3051,809.1439999999999,369.3347,0.0,0.0,0.0,83.6179,643.7757,,,,02,2020,ARG
Argentina,,31.103,129.1658,0.0,2038.4291,6459.9251,531.3618,515.3581,0.0,0.0,0.0,168.9794,817.9615,,,,02,2021,ARG
Argentina,,219.7473,164.5423,,1121.1893,6517.0817,897.7875,986.3969999999999,,,,243.9444,1043.6265,,,,02,2022,ARG
Argentina,,195.203,56.233999999999995,0.0,2519.945,6767.06,559.0790000000001,1856.7379999999998,0.0,0.0,,1.511,51.294,,,,01,2015,ARG
Argentina,,202.149,45.43899999999999,0.0,2879.946,7360.184,692.075,1754.471,0.0,,,1.298,48.728,,,,01,2016,ARG
Argentina,,212.805,84.491,0.0,2710.078,8155.811,643.307,1389.8770000000002,0.0,,,1.516,55.788000000000004,,,,01,2017,ARG
Argentina,,275.3227,60.912,0.0,2825.4957,8344.9223,644.6919,798.9751,0.0,0.0,0.0,1.6132,55.7481,,,,01,2018,ARG
Argentina,,10.3505,67.9746,0.0,2694.0684,7902.8671,201.4835,283.8862,0.0,0.0,0.0,40.1105,285.6112,,,,01,2019,ARG
Argentina,,61.2653,114.29299999999999,0.0,2392.7093,7415.1231,795.3313,901.1946,0.0,0.0,0.0,105.9125,676.7066,,,,01,2020,ARG
Argentina,,244.0148,140.3715,0.0,1736.1104,7751.7979,681.4815,1380.3909,0.0,0.0,0.0,193.6768,1047.1598,,,,01,2021,ARG
Argentina,,275.1321,178.17,,1607.1652,7866.1124,981.9164,1675.5663,,,,254.8534,1180.032,,,,01,2022,ARG
Argentina,,298.6224,172.4897,,2097.6419,7174.7390000000005,636.1936,1986.6753,,,,303.6122,1135.2297,,,,01,2023,ARG
Argentina,,267.781,125.307,0.0,3158.1679999999997,5653.678000000001,880.549,1969.849,0.0,0.0,,1.04,52.493,,,,07,2015,ARG
Argentina,,263.314,23.406,0.0,2140.885,7208.433000000001,686.94,2116.562,0.0,,,1.114,40.589,,,,07,2016,ARG
Argentina,,222.81,136.696,0.0,2224.739,8842.653,254.571,989.6260000000001,0.0,,,1.15,51.038000000000004,,,,07,2017,ARG
Argentina,,318.1229,151.345,0.0,3055.4521,8109.1321,713.1307,967.8122,0.0,0.0,0.0,3.1772,90.8067,,,,07,2018,ARG
Argentina,,310.0549,159.4721,0.0,2330.7422,7543.2281,740.595,475.9943,0.0,0.0,0.0,53.5706,417.2914,,,,07,2019,ARG
Argentina,,430.8513,212.4856,0.0,2934.9802,6357.5234,740.6348,1290.4205,0.0,0.0,0.0,66.5484,749.1206,,,,07,2020,ARG
Argentina,,270.7939,197.8072,0.0,1442.8091,7630.035,1107.262,1196.5237,0.0,0.0,0.0,138.2558,1278.6726,,,,07,2021,ARG
Argentina,,286.1778,210.7904,,1936.3466,6329.4854,741.0443,1487.5158,,,,175.706,1212.9584,,,,07,2022,ARG
Argentina,,209.232,102.177,0.0,2736.1679999999997,6294.628000000001,424.153,2220.845,0.0,0.0,,0.975,55.032,,,,06,2015,ARG
Argentina,,97.99799999999999,577.089,0.0,2444.729,6639.911,702.222,1893.8020000000001,0.0,,,0.7509999999999999,41.783,,,,06,2016,ARG
Argentina,,181.451,109.501,0.0,2492.291,7267.15,243.79,1573.5020000000002,0.0,,,1.122,53.486000000000004,,,,06,2017,ARG
Argentina,,303.2648,146.93,0.0,2672.0406,7620.2954,748.4680000000001,1132.9512,0.0,0.0,0.0,1.27,90.1838,,,,06,2018,ARG
Argentina,,149.0908,155.9184,0.0,2082.3117,6951.8512,746.0853,346.2331,0.0,0.0,0.0,40.4754,405.9942,,,,06,2019,ARG
Argentina,,98.86399999999999,192.66099999999997,0.0,2170.2652,6773.0636,931.6715,461.00199999999995,0.0,0.0,0.0,59.5207,724.0146,,,,06,2020,ARG
Argentina,,267.954,203.2043,0.0,1408.3335,7380.9826,1069.5852,1345.1075,0.0,0.0,0.0,105.0676,1105.7202,,,,06,2021,ARG
Argentina,,334.0161,185.8822,,2368.6684,5976.6435,682.5585,2315.9104,,,,157.52700000000002,1083.0736,,,,06,2022,ARG
Argentina,,247.979,86.054,0.0,2142.899,7363.379,631.876,1903.254,0.0,0.0,,1.3130000000000002,41.141999999999996,,,,03,2015,ARG
Argentina,,156.701,47.548,0.0,2310.101,6515.6230000000005,601.438,1253.15,0.0,,,1.2570000000000001,49.699,,,,03,2016,ARG
Argentina,,161.681,102.999,0.0,2456.312,7090.955,514.62,1315.305,0.0,,,1.381,43.24100000000001,,,,03,2017,ARG
Argentina,,288.844,53.7996,0.0,2360.3319,7893.8952,509.8864,527.9277,0.0,0.0,0.0,2.0048,49.8618,,,,03,2018,ARG
Argentina,,0.0,102.9188,0.0,2154.4827,6972.2648,530.2121,41.7964,0.0,0.0,0.0,50.3493,305.6787,,,,03,2019,ARG
Argentina,,198.4896,115.0912,0.0,1853.7241,7995.2466,932.5598,283.2139,0.0,0.0,0.0,97.6025,658.1173,,,,03,2020,ARG
Argentina,,179.3354,135.9548,0.0,1629.3355,7051.2571,714.4851,672.5139,0.0,0.0,0.0,159.9726,943.8399,,,,03,2021,ARG
Argentina,,220.2299,164.8761,,1320.5531,6109.8037,756.038,1682.3329999999999,,,,261.7994,1255.2084,,,,03,2022,ARG
Argentina,,280.55,68.275,0.0,1827.25,7112.066999999999,339.55199999999996,1902.151,0.0,0.0,,1.123,47.972,,,,05,2015,ARG
Argentina,,46.442,212.24900000000002,0.0,2836.2790000000005,5918.271,763.044,2003.11,0.0,,,0.513,33.429,,,,05,2016,ARG
Argentina,,201.56,56.411,0.0,2494.18,7260.554,195.725,767.0169999999999,0.0,,,1.136,40.923,,,,05,2017,ARG
Argentina,,137.0785,104.213,0.0,2242.8179,7403.8552,759.6601,366.0921,0.0,0.0,0.0,1.2501,62.327,,,,05,2018,ARG
Argentina,,100.0751,119.8157,0.0,2171.9999,6866.8,841.1869,38.361,0.0,0.0,0.0,41.7789,328.13699999999994,,,,05,2019,ARG
Argentina,,24.4611,132.1171,0.0,1620.6222,6729.9543,1019.193,21.0614,0.0,0.0,0.0,71.9245,721.9713,,,,05,2020,ARG
Argentina,,309.8673,156.4745,0.0,1632.2826,6185.3412,719.7501,1402.7520000000002,0.0,0.0,0.0,122.21799999999999,1015.2812,,,,05,2021,ARG
Argentina,,216.4407,176.8444,,1795.9127,6020.4833,632.7073,1623.2025,,,,186.7538,1124.9937,,,,05,2022,ARG
Argentina,,277.518,93.069,0.0,2461.563,5170.795999999999,626.515,1228.492,0.0,0.0,,1.337,45.763999999999996,,,,11,2015,ARG
Argentina,,176.455,32.946999999999996,0.0,2514.232,5821.073,651.717,1151.12,0.0,,,1.412,45.753,,,,11,2016,ARG
Argentina,,,129.591,0.0,3351.067,6225.9,511.901,132.583,0.0,,,1.6340000000000001,54.762,,,,11,2017,ARG
Argentina,,0.0,118.5343,0.0,3092.6417,6120.9580000000005,380.0609,46.6616,0.0,0.0,0.0,23.8315,223.1793,,,,11,2018,ARG
Argentina,,18.0113,145.8669,0.0,2438.1799,6984.5984,765.2331,151.493,0.0,0.0,0.0,108.1538,562.9839,,,,11,2019,ARG
Argentina,,201.8526,228.5295,0.0,1679.8125,7080.7475,681.8682,1060.2481,0.0,0.0,0.0,192.6109,857.9366,,,,11,2020,ARG
Argentina,,272.7731,196.4321,0.0,1674.5329,6161.5959,1070.4126,635.4428,0.0,0.0,0.0,277.9817,1095.557,,,,11,2021,ARG
Argentina,,90.2309,187.0969,,2922.8411,5576.3548,34.6218,1162.7246,,,,301.4587,1133.5894,,,,11,2022,ARG
Argentina,,269.08799999999997,123.486,0.0,3402.6420000000003,5023.479,247.74200000000002,1646.181,0.0,0.0,,1.214,52.398999999999994,,,,10,2015,ARG
Argentina,,173.86700000000002,42.081,0.0,2346.972,6006.182,754.59,1183.718,0.0,,,1.348,44.446000000000005,,,,10,2016,ARG
Argentina,,148.861,147.137,0.0,2988.1440000000002,5805.7609999999995,622.182,529.7959999999999,0.0,,,1.619,54.393,,,,10,2017,ARG
Argentina,,46.3964,123.4445,0.0,2695.0252,6671.7715,399.5385,35.4483,0.0,0.0,0.0,14.222999999999999,186.5997,,,,10,2018,ARG
Argentina,,48.021,160.4772,0.0,2186.8036,7142.7751,716.1968,397.6753,0.0,0.0,0.0,95.5121,516.5327,,,,10,2019,ARG
Argentina,,0.0,223.5902,0.0,1905.4022,7071.048000000001,694.5088,46.6506,0.0,0.0,0.0,149.8101,901.2183,,,,10,2020,ARG
Argentina,,136.3776,215.2662,0.0,1943.3977,5642.5032,913.7695,844.3849,0.0,0.0,0.0,264.5108,1222.0909,,,,10,2021,ARG
Argentina,,,197.4284,,2958.0247,5103.4207,68.2397,46.0118,,,,313.2688,1283.9354,,,,10,2022,ARG
Argentina,,99.689,120.185,0.0,3460.5890000000004,5331.615,383.907,1606.297,0.0,0.0,,1.36,48.778999999999996,,,,09,2015,ARG
Argentina,,281.14799999999997,43.32899999999999,0.0,2206.687,5981.143,538.127,1378.108,0.0,,,1.307,44.537,,,,09,2016,ARG
Argentina,,124.212,148.086,0.0,2559.3320000000003,6372.486999999999,615.818,765.6410000000001,0.0,,,1.39,46.586999999999996,,,,09,2017,ARG
Argentina,,61.083999999999996,142.5044,0.0,2256.4433,7528.7627,314.9383,80.9072,0.0,0.0,0.0,10.987,146.9644,,,,09,2018,ARG
Argentina,,190.1562,164.1207,0.0,2301.237,6571.4259999999995,878.5485,250.5144,0.0,0.0,0.0,84.7567,524.6745,,,,09,2019,ARG
Argentina,,54.2578,227.6446,0.0,1897.7964,6344.8307,884.8493,222.956,0.0,0.0,0.0,124.1807,844.0024,,,,09,2020,ARG
Argentina,,314.3614,211.5754,0.0,1797.1697,6251.8294,782.6645,769.9771,0.0,0.0,0.0,193.3525,1043.5548,,,,09,2021,ARG
Argentina,,101.6165,197.338,,1825.2276,4906.4903,703.7888,952.3723,,,,258.3908,1117.0196,,,,09,2022,ARG
Australia,1266.285,12999.464,216.287,0.083,1044.406,3392.8740000000003,,58.605,,,,26.811,350.51099999999997,,,6.75,04,2010,AUS
Australia,1263.021,13143.339,165.18400000000003,0.083,911.0369999999999,3050.728,,16.025,,,,95.94,507.972,,,10.413,04,2011,AUS
Australia,1113.32,12256.252,237.59099999999998,0.083,1207.434,3964.053,,64.32600000000001,,,,160.244,432.45599999999996,,,15.158,04,2012,AUS
Australia,1048.799,11876.643999999998,246.108,0.083,1417.845,3325.833,,8.372,,,,239.57299999999998,582.163,,,20.317,04,2013,AUS
Australia,881.143,11392.532,272.38,0.083,1157.836,4272.442,,489.991,,,,276.378,676.409,,,8.869,04,2014,AUS
Australia,735.1881,12051.7231,260.244,0.083,1067.2862,3784.0696,,490.41,,,,376.7453,874.7301,,,16.3288,04,2015,AUS
Australia,960.4428,12636.5266,580.5049,0.0,953.9071,3842.9439,,425.0032,,,,465.7322,889.5616,,,31.4478,04,2016,AUS
Australia,761.5374,11330.0001,235.6273,0.083,684.0958,4278.6492,,447.1977,,,,617.8798,839.1469999999999,,,17.7273,04,2017,AUS
Australia,790.3141,11692.558,268.9318,0.0,1500.098,3777.8421,0.0,339.6176,0.0,0.0,0.0,751.6364,1040.9211,0.0,0.0,34.5413,04,2018,AUS
Australia,739.1876,11322.5731,257.2996,0.0,960.2559,3675.5708,0.0,342.8675,0.0,0.0,0.0,1248.7755,1459.6570000000002,0.0,0.0,37.347,04,2019,AUS
Australia,740.0371,10433.3718,253.3519,0.0,1268.3681,3674.5505,0.0,300.0797,0.0,0.0,0.0,1632.0286,1598.7827,0.0,0.0,54.8856,04,2020,AUS
Australia,876.4952,10611.9414,257.9974,0.0,1364.8056,3535.9508,0.0,331.1218,0.0,0.0,0.0,2293.9608,1650.4649,0.0,0.0,67.03399999999999,04,2021,AUS
Australia,879.1574,9817.8524,240.9318,,1159.1255,3684.2803,,345.01199999999994,,,,2642.1752,2225.3763,,,56.9318,04,2022,AUS
Australia,1453.335,14207.784,165.18400000000003,0.083,1671.9560000000001,4154.122,,247.449,,,,84.458,574.758,,,19.11,08,2010,AUS
Australia,1245.491,13969.061000000002,237.59099999999998,0.083,1332.328,3945.5609999999997,,11.446,,,,141.067,509.829,,,16.726,08,2011,AUS
Australia,1182.985,12866.337,246.108,0.083,1963.469,4030.572,,352.89,,,,210.90200000000002,752.073,,,28.136,08,2012,AUS
Australia,960.443,11993.048,272.38,0.083,1808.19,3996.303,,15.959000000000001,,,,243.30200000000002,1180.731,,,13.85,08,2013,AUS
Australia,1141.621,12950.639,283.17900000000003,0.083,1438.076,4568.512,,20.730999999999998,,,,304.765,677.6089999999999,,,22.002,08,2014,AUS
Australia,816.7916,13123.7385,261.1091,0.0,1714.6649,3796.6485,,492.0402,,,,346.6305,1227.6664,,,26.2334,08,2015,AUS
Australia,1111.993,13611.192,303.218,0.083,1683.0829999999999,3125.285,,50.98,,,,560.78,1151.781,,,43.614,08,2016,AUS
Australia,878.1252,12677.1188,328.8829,0.0,1554.1563,4241.119000000001,,443.2751,,,,678.4241,1400.5912,,,40.2735,08,2017,AUS
Australia,876.3862,12145.9133,265.9765,0.0,2075.8003,3917.3826,0.0,352.1619,0.0,0.0,0.0,1000.378,1862.2726,0.0,0.0,47.7974,08,2018,AUS
Australia,836.2217,11653.2467,260.6585,0.0,1508.9879999999998,4548.7949,0.0,424.3243,0.0,0.0,0.0,1471.62,1939.7441,0.0,0.0,58.6886,08,2019,AUS
Australia,838.3136,11582.3359,243.135,0.0,1268.5871,4283.3729,0.0,349.7987,0.0,0.0,0.0,1756.4586,2249.399,0.0,0.0,54.8951,08,2020,AUS
Australia,956.6238,10981.4369,260.1933,0.0,1447.433,3825.7274,0.0,358.2577,0.0,0.0,0.0,2471.103,2543.3373,0.0,0.0,71.0923,08,2021,AUS
Australia,1001.2738,10567.1719,238.6517,,1528.9465,4147.2216,,388.3638,,,,2795.6241,3237.8667,,,75.0959,08,2022,AUS
Australia,1326.756,12764.666000000001,165.18400000000003,0.083,1643.899,3953.514,,60.7,,,,175.143,562.097,,,18.789,12,2010,AUS
Australia,1156.634,13114.885,237.59099999999998,0.083,904.043,3927.453,,12.819,,,,292.535,539.034,,,11.349,12,2011,AUS
Australia,1108.805,12577.106000000002,246.108,0.083,1159.981,3957.345,,947.424,,,,437.355,760.075,,,16.622,12,2012,AUS
Australia,926.515,11734.61,272.38,0.083,1690.361,4034.518,,162.27700000000002,,,,504.54400000000004,742.1419999999999,,,12.948,12,2013,AUS
Australia,1076.69,12521.548999999999,283.17900000000003,0.083,797.707,4420.5,,1204.943,,,,632.001,901.387,,,12.204,12,2014,AUS
Australia,800.1073,12912.4159,296.3919,0.0,1058.963,4309.6764,,558.5279,,,,532.3385,1083.3326,,,16.2015,12,2015,AUS
Australia,1067.155,12973.815,278.254,0.083,1466.037,2913.24,,123.921,,,,830.5930000000001,1074.389,,,37.99,12,2016,AUS
Australia,863.7025,12834.9794,323.4798,0.0,786.0822,4361.0607,,455.8112,,,,1009.2816,1206.5689,,,20.3701,12,2017,AUS
Australia,854.3775,12399.122,253.6976,0.0,1301.5345,3662.7906,0.0,329.2748,0.0,0.0,0.0,1653.8851,1515.2226,0.0,0.0,29.9692,12,2018,AUS
Australia,838.3472,12142.1228,247.0915,0.0,1016.4202,3968.0083,0.0,370.1469,0.0,0.0,0.0,2415.9305,1776.0663,0.0,0.0,39.5313,12,2019,AUS
Australia,845.6039999999999,11030.8666,244.0466,0.0,958.9621,3620.0845,0.0,295.6317,0.0,0.0,0.0,3526.8704,2367.5981,0.0,0.0,41.4968,12,2020,AUS
Australia,966.5667,10291.7452,260.9344,0.0,1105.0617,3382.2842,0.0,316.7317,0.0,0.0,0.0,4401.2416,2316.3975,0.0,0.0,54.2764,12,2021,AUS
Australia,952.567,9163.6525,247.3181,,1110.1523,3049.5777,,285.5757,,,,5179.1465,2690.1965,,,54.5264,12,2022,AUS
Australia,1311.132,13482.774,216.287,0.083,983.425,3624.4790000000003,,401.52099999999996,,,,38.884,390.199,,,6.75,02,2010,AUS
Australia,1319.4289999999999,12999.253999999999,165.18400000000003,0.083,1216.229,4091.1279999999997,,1127.917,,,,139.142,538.337,,,13.901,02,2011,AUS
Australia,1166.529,13285.313,237.59099999999998,0.083,895.97,3912.147,,652.4159999999999,,,,232.40200000000002,496.33099999999996,,,11.248,02,2012,AUS
Australia,1056.933,11600.35,246.108,0.083,1371.249,4170.794,,220.387,,,,347.454,598.18,,,19.649,02,2013,AUS
Australia,891.2439999999999,11605.505,272.38,0.083,1071.815,4315.616,,1102.282,,,,400.832,707.904,,,8.21,02,2014,AUS
Australia,733.5447,12053.3827,272.0676,0.083,886.471,3955.9896,,512.6906,,,,502.2237,800.89,,,13.5625,02,2015,AUS
Australia,1022.4627,13310.944,582.93,0.0,1171.597,4111.9728,,454.756,,,,620.8583,934.5419999999999,,,38.6245,02,2016,AUS
Australia,826.6674,12259.163999999999,238.2628,0.083,959.2260000000001,4348.0653,,454.45300000000003,,,,788.8354,977.4611,,,24.8568,02,2017,AUS
Australia,802.2567,12067.1451,242.0592,0.0,997.1389999999999,3995.3123,0.0,359.1676,0.0,0.0,0.0,910.5824,1132.5192,0.0,0.0,22.9602,02,2018,AUS
Australia,768.8261,11546.1026,247.5239,0.0,782.7572,4242.9767,0.0,395.7968,0.0,0.0,0.0,1433.3042,1399.4979999999998,0.0,0.0,30.4436,02,2019,AUS
Australia,808.2598,11515.0764,249.5844,0.0,1103.5167,4456.9551,0.0,363.9742,0.0,0.0,0.0,1834.7822,1408.2926,0.0,0.0,47.751999999999995,02,2020,AUS
Australia,874.2879,10417.7311,241.0554,0.0,1025.6169,3288.1567,0.0,307.9172,0.0,0.0,0.0,2777.2427,1948.8184,0.0,0.0,50.3743,02,2021,AUS
Australia,906.822,9741.6461,209.4146,,1046.3769,3425.8979999999997,,320.8159,0.0,,,3628.9706,2354.7428,,,51.394,02,2022,AUS
Australia,1414.546,14796.776000000002,216.287,0.083,990.7280000000001,3544.365,,732.302,,,,49.216,409.469,,,6.75,01,2010,AUS
Australia,1401.1889999999999,13932.343,165.18400000000003,0.083,1171.131,4378.49,,3224.335,,,,176.11599999999999,433.348,,,13.386,01,2011,AUS
Australia,1226.262,13903.973999999998,237.59099999999998,0.083,847.242,4215.762,,1534.895,,,,294.16,743.0039999999999,,,10.636,01,2012,AUS
Australia,1176.653,13105.767,246.108,0.083,1316.816,4582.219,,3749.94,,,,439.785,669.6469999999999,,,18.869,01,2013,AUS
Australia,987.503,12756.94,272.38,0.083,1209.9160000000002,4894.411,,1701.775,,,,507.347,837.32,,,9.267999999999999,01,2014,AUS
Australia,798.9013,13052.438,294.7805,0.083,940.3819,4286.2456,,555.4913,,,,532.3385,1066.5928,,,14.3873,01,2015,AUS
Australia,1048.0177,13464.1239,582.93,0.0,1414.7492,4107.833,,454.2981,,,,658.0886,1080.0676,,,46.6406,01,2016,AUS
Australia,904.0241,13778.5061,301.4051,0.083,850.6501,4570.9852,,477.7522,,,,870.8673,1050.3855,,,22.0432,01,2017,AUS
Australia,905.3431,13441.1604,275.2421,0.0,1165.2396,4631.5788,0.0,416.3662,0.0,0.0,0.0,1082.3071,1219.2294,0.0,0.0,26.8308,01,2018,AUS
Australia,891.0822,13249.6553,278.7933,0.0,1211.1152,4947.2803,0.0,461.4962,0.0,0.0,0.0,1670.8699,1375.1294,0.0,0.0,47.1036,01,2019,AUS
Australia,872.2352,12622.1666,258.7964,0.0,1129.6449,4488.7581,0.0,366.5714,0.0,0.0,0.0,2099.6973,1639.9641,0.0,0.0,48.8827,01,2020,AUS
Australia,970.7765,11332.3595,260.7637,0.0,1078.7919,3681.1135,0.0,344.7154,0.0,0.0,0.0,3250.8873,2265.2593,0.0,0.0,52.9861,01,2021,AUS
Australia,1029.6725,11206.6573,249.7659,,1244.0871,3797.2571,,355.5916,0.0,,,4134.8514,2542.1037,,,61.1048,01,2022,AUS
Australia,1006.1686,10231.1342,260.3499,,1190.7296,3382.409,,316.7434,,,,4967.0119,2614.8241,,,58.483999999999995,01,2023,AUS
Australia,1493.036,14972.031,165.18400000000003,0.083,1504.626,4110.435,,5.272,,,,64.998,320.106,,,17.198,07,2010,AUS
Australia,1304.461,14623.236,237.59099999999998,0.083,1525.185,3843.111,,54.025,,,,108.56299999999999,621.479,,,19.147000000000002,07,2011,AUS
Australia,1215.972,13035.017,246.108,0.083,2094.819,4592.02,,67.53,,,,162.30700000000002,534.268,,,30.018,07,2012,AUS
Australia,998.3910000000001,12701.0,272.38,0.083,1968.52,3846.665,,14.220999999999998,,,,187.24200000000002,881.8639999999999,,,15.078,07,2013,AUS
Australia,1178.262,12918.778999999999,283.17900000000003,0.083,1585.126,4787.471,,21.22,,,,234.542,1287.753,,,24.250999999999998,07,2014,AUS
Australia,858.822,14074.1181,271.4418,0.0,1561.0525,3946.8895,,511.5112,,,,271.3434,1360.0811,,,23.8832,07,2015,AUS
Australia,1175.517,13370.677,274.567,0.083,1825.668,3731.0240000000003,,611.682,,,,426.889,1416.11,,,47.309,07,2016,AUS
Australia,893.2579,12965.2226,331.1712,0.0,1495.6915,4382.1639,,458.0169,,,,543.2299,1529.1689,,,38.7585,07,2017,AUS
Australia,888.3212,12873.9229,273.5632,0.0,1942.3704,3843.4417,0.0,345.5148,0.0,0.0,0.0,759.1978,1840.6417,0.0,0.0,44.7251,07,2018,AUS
Australia,841.0174,12199.6405,261.3241,0.0,1612.8909,4368.7421,0.0,407.5285,0.0,0.0,0.0,1151.3267,1898.067,0.0,0.0,62.7297,07,2019,AUS
Australia,867.1156,12185.7347,244.6291,0.0,1605.7045,4950.8381,0.0,404.3068,0.0,0.0,0.0,1385.2464,1625.3142,0.0,0.0,69.483,07,2020,AUS
Australia,1016.4888,12039.4608,246.6012,0.0,1595.1266,4351.1,0.0,407.4558,0.0,0.0,0.0,1802.5532,2840.2358,0.0,0.0,78.3465,07,2021,AUS
Australia,1036.3475,11146.6421,270.8615,,1831.1456,4905.9423,,459.4137,,,,2270.5421,2821.0965,,,89.9388,07,2022,AUS
Australia,1405.7620000000002,14043.301000000001,216.287,0.083,1408.504,4124.946,,40.985,,,,15.934000000000001,312.625,,,6.75,06,2010,AUS
Australia,1408.285,14280.544,165.18400000000003,0.083,1351.1370000000002,3411.171,,20.741999999999997,,,,57.019,732.319,,,15.443,06,2011,AUS
Australia,1227.5710000000001,13359.347,237.59099999999998,0.083,1654.8229999999999,3909.263,,107.363,,,,95.236,702.918,,,20.775,06,2012,AUS
Australia,1141.741,12888.931,246.108,0.083,1592.951,3641.5209999999997,,29.178,,,,142.38299999999998,595.4169999999999,,,22.826,06,2013,AUS
Australia,941.077,11386.695,272.38,0.083,1735.665,4834.474,,53.566,,,,164.257,1091.0,,,13.295,06,2014,AUS
Australia,783.3114,12617.0592,268.2634,0.083,1511.976,3900.6741,,505.5218,,,,241.2286,882.057,,,23.1323,06,2015,AUS
Australia,1062.8335,13144.1737,561.7808,0.0,1769.5959,4219.2298,,466.6179,,,,298.1961,1276.2959,,,58.3389,06,2016,AUS
Australia,865.5927,12964.8671,302.0571,0.083,1485.6419,4546.2712,,475.1691,,,,453.0949,625.0892,,,38.4981,06,2017,AUS
