country,country_code,year,month,gdp_per_month
Argentina,ARG,2010,01,35302250000.0
Argentina,ARG,2010,02,35302250000.0
Argentina,ARG,2010,03,35302250000.0
Argentina,ARG,2010,04,35302250000.0
Argentina,ARG,2010,05,35302250000.0
Argentina,ARG,2010,06,35302250000.0
Argentina,ARG,2010,07,35302250000.0
Argentina,ARG,2010,08,35302250000.0
Argentina,ARG,2010,09,35302250000.0
Argentina,ARG,2010,10,35302250000.0
Argentina,ARG,2010,11,35302250000.0
Argentina,ARG,2010,12,35302250000.0
Argentina,ARG,2011,01,44180250000.0
Argentina,ARG,2011,02,44180250000.0
Argentina,ARG,2011,03,44180250000.0
Argentina,ARG,2011,04,44180250000.0
Argentina,ARG,2011,05,44180250000.0
Argentina,ARG,2011,06,44180250000.0
Argentina,ARG,2011,07,44180250000.0
Argentina,ARG,2011,08,44180250000.0
Argentina,ARG,2011,09,44180250000.0
Argentina,ARG,2011,10,44180250000.0
Argentina,ARG,2011,11,44180250000.0
Argentina,ARG,2011,12,44180250000.0
Argentina,ARG,2012,01,45498500000.0
Argentina,ARG,2012,02,45498500000.0
Argentina,ARG,2012,03,45498500000.0
Argentina,ARG,2012,04,45498500000.0
Argentina,ARG,2012,05,45498500000.0
Argentina,ARG,2012,06,45498500000.0
Argentina,ARG,2012,07,45498500000.0
Argentina,ARG,2012,08,45498500000.0
Argentina,ARG,2012,09,45498500000.0
Argentina,ARG,2012,10,45498500000.0
Argentina,ARG,2012,11,45498500000.0
Argentina,ARG,2012,12,45498500000.0
Argentina,ARG,2013,01,46002083333.333336
Argentina,ARG,2013,02,46002083333.333336
Argentina,ARG,2013,03,46002083333.333336
Argentina,ARG,2013,04,46002083333.333336
Argentina,ARG,2013,05,46002083333.333336
Argentina,ARG,2013,06,46002083333.333336
Argentina,ARG,2013,07,46002083333.333336
Argentina,ARG,2013,08,46002083333.333336
Argentina,ARG,2013,09,46002083333.333336
Argentina,ARG,2013,10,46002083333.333336
Argentina,ARG,2013,11,46002083333.333336
Argentina,ARG,2013,12,46002083333.333336
Argentina,ARG,2014,01,43860000000.0
Argentina,ARG,2014,02,43860000000.0
Argentina,ARG,2014,03,43860000000.0
Argentina,ARG,2014,04,43860000000.0
Argentina,ARG,2014,05,43860000000.0
Argentina,ARG,2014,06,43860000000.0
Argentina,ARG,2014,07,43860000000.0
Argentina,ARG,2014,08,43860000000.0
Argentina,ARG,2014,09,43860000000.0
Argentina,ARG,2014,10,43860000000.0
Argentina,ARG,2014,11,43860000000.0
Argentina,ARG,2014,12,43860000000.0
Argentina,ARG,2015,01,49562416666.666664
Argentina,ARG,2015,02,49562416666.666664
Argentina,ARG,2015,03,49562416666.666664
Argentina,ARG,2015,04,49562416666.666664
Argentina,ARG,2015,05,49562416666.666664
Argentina,ARG,2015,06,49562416666.666664
Argentina,ARG,2015,07,49562416666.666664
Argentina,ARG,2015,08,49562416666.666664
Argentina,ARG,2015,09,49562416666.666664
Argentina,ARG,2015,10,49562416666.666664
Argentina,ARG,2015,11,49562416666.666664
Argentina,ARG,2015,12,49562416666.666664
Argentina,ARG,2016,01,46460916666.666664
Argentina,ARG,2016,02,46460916666.666664
Argentina,ARG,2016,03,46460916666.666664
Argentina,ARG,2016,04,46460916666.666664
Argentina,ARG,2016,05,46460916666.666664
Argentina,ARG,2016,06,46460916666.666664
Argentina,ARG,2016,07,46460916666.666664
Argentina,ARG,2016,08,46460916666.666664
Argentina,ARG,2016,09,46460916666.666664
Argentina,ARG,2016,10,46460916666.666664
Argentina,ARG,2016,11,46460916666.666664
Argentina,ARG,2016,12,46460916666.666664
Argentina,ARG,2017,01,53635750000.0
Argentina,ARG,2017,02,53635750000.0
Argentina,ARG,2017,03,53635750000.0
Argentina,ARG,2017,04,53635750000.0
Argentina,ARG,2017,05,53635750000.0
Argentina,ARG,2017,06,53635750000.0
Argentina,ARG,2017,07,53635750000.0
Argentina,ARG,2017,08,53635750000.0
Argentina,ARG,2017,09,53635750000.0
Argentina,ARG,2017,10,53635750000.0
Argentina,ARG,2017,11,53635750000.0
Argentina,ARG,2017,12,53635750000.0
Argentina,ARG,2018,01,43735000000.0
Argentina,ARG,2018,02,43735000000.0
Argentina,ARG,2018,03,43735000000.0
Argentina,ARG,2018,04,43735000000.0
Argentina,ARG,2018,05,43735000000.0
Argentina,ARG,2018,06,43735000000.0
Argentina,ARG,2018,07,43735000000.0
Argentina,ARG,2018,08,43735000000.0
Argentina,ARG,2018,09,43735000000.0
Argentina,ARG,2018,10,43735000000.0
Argentina,ARG,2018,11,43735000000.0
Argentina,ARG,2018,12,43735000000.0
Argentina,ARG,2019,01,37312916666.666664
Argentina,ARG,2019,02,37312916666.666664
Argentina,ARG,2019,03,37312916666.666664
Argentina,ARG,2019,04,37312916666.666664
Argentina,ARG,2019,05,37312916666.666664
Argentina,ARG,2019,06,37312916666.666664
Argentina,ARG,2019,07,37312916666.666664
Argentina,ARG,2019,08,37312916666.666664
Argentina,ARG,2019,09,37312916666.666664
Argentina,ARG,2019,10,37312916666.666664
Argentina,ARG,2019,11,37312916666.666664
Argentina,ARG,2019,12,37312916666.666664
Argentina,ARG,2020,01,32128333333.333332
Argentina,ARG,2020,02,32128333333.333332
Argentina,ARG,2020,03,32128333333.333332
Argentina,ARG,2020,04,32128333333.333332
Argentina,ARG,2020,05,32128333333.333332
Argentina,ARG,2020,06,32128333333.333332
Argentina,ARG,2020,07,32128333333.333332
Argentina,ARG,2020,08,32128333333.333332
Argentina,ARG,2020,09,32128333333.333332
Argentina,ARG,2020,10,32128333333.333332
Argentina,ARG,2020,11,32128333333.333332
Argentina,ARG,2020,12,32128333333.333332
Argentina,ARG,2021,01,40602250000.0
Argentina,ARG,2021,02,40602250000.0
Argentina,ARG,2021,03,40602250000.0
Argentina,ARG,2021,04,40602250000.0
Argentina,ARG,2021,05,40602250000.0
Argentina,ARG,2021,06,40602250000.0
Argentina,ARG,2021,07,40602250000.0
Argentina,ARG,2021,08,40602250000.0
Argentina,ARG,2021,09,40602250000.0
Argentina,ARG,2021,10,40602250000.0
Argentina,ARG,2021,11,40602250000.0
Argentina,ARG,2021,12,40602250000.0
Australia,AUS,2010,01,95717500000.0
Australia,AUS,2010,02,95717500000.0
Australia,AUS,2010,03,95717500000.0
Australia,AUS,2010,04,95717500000.0
Australia,AUS,2010,05,95717500000.0
Australia,AUS,2010,06,95717500000.0
Australia,AUS,2010,07,95717500000.0
Australia,AUS,2010,08,95717500000.0
Australia,AUS,2010,09,95717500000.0
Australia,AUS,2010,10,95717500000.0
Australia,AUS,2010,11,95717500000.0
Australia,AUS,2010,12,95717500000.0
Australia,AUS,2011,01,116534166666.66667
Australia,AUS,2011,02,116534166666.66667
Australia,AUS,2011,03,116534166666.66667
Australia,AUS,2011,04,116534166666.66667
Australia,AUS,2011,05,116534166666.66667
Australia,AUS,2011,06,116534166666.66667
Australia,AUS,2011,07,116534166666.66667
Australia,AUS,2011,08,116534166666.66667
Australia,AUS,2011,09,116534166666.66667
Australia,AUS,2011,10,116534166666.66667
Australia,AUS,2011,11,116534166666.66667
Australia,AUS,2011,12,116534166666.66667
Australia,AUS,2012,01,128907500000.0
Australia,AUS,2012,02,128907500000.0
Australia,AUS,2012,03,128907500000.0
Australia,AUS,2012,04,128907500000.0
Australia,AUS,2012,05,128907500000.0
Australia,AUS,2012,06,128907500000.0
Australia,AUS,2012,07,128907500000.0
Australia,AUS,2012,08,128907500000.0
Australia,AUS,2012,09,128907500000.0
Australia,AUS,2012,10,128907500000.0
Australia,AUS,2012,11,128907500000.0
Australia,AUS,2012,12,128907500000.0
Australia,AUS,2013,01,131365000000.0
Australia,AUS,2013,02,131365000000.0
Australia,AUS,2013,03,131365000000.0
Australia,AUS,2013,04,131365000000.0
Australia,AUS,2013,05,131365000000.0
Australia,AUS,2013,06,131365000000.0
Australia,AUS,2013,07,131365000000.0
Australia,AUS,2013,08,131365000000.0
Australia,AUS,2013,09,131365000000.0
Australia,AUS,2013,10,131365000000.0
Australia,AUS,2013,11,131365000000.0
Australia,AUS,2013,12,131365000000.0
Australia,AUS,2014,01,122295833333.33333
Australia,AUS,2014,02,122295833333.33333
Australia,AUS,2014,03,122295833333.33333
Australia,AUS,2014,04,122295833333.33333
Australia,AUS,2014,05,122295833333.33333
Australia,AUS,2014,06,122295833333.33333
Australia,AUS,2014,07,122295833333.33333
Australia,AUS,2014,08,122295833333.33333
Australia,AUS,2014,09,122295833333.33333
Australia,AUS,2014,10,122295833333.33333
Australia,AUS,2014,11,122295833333.33333
Australia,AUS,2014,12,122295833333.33333
Australia,AUS,2015,01,112551666666.66667
Australia,AUS,2015,02,112551666666.66667
Australia,AUS,2015,03,112551666666.66667
Australia,AUS,2015,04,112551666666.66667
Australia,AUS,2015,05,112551666666.66667
Australia,AUS,2015,06,112551666666.66667
Australia,AUS,2015,07,112551666666.66667
Australia,AUS,2015,08,112551666666.66667
Australia,AUS,2015,09,112551666666.66667
Australia,AUS,2015,10,112551666666.66667
Australia,AUS,2015,11,112551666666.66667
Australia,AUS,2015,12,112551666666.66667
Australia,AUS,2016,01,100545000000.0
Australia,AUS,2016,02,100545000000.0
Australia,AUS,2016,03,100545000000.0
Australia,AUS,2016,04,100545000000.0
Australia,AUS,2016,05,100545000000.0
Australia,AUS,2016,06,100545000000.0
Australia,AUS,2016,07,100545000000.0
Australia,AUS,2016,08,100545000000.0
Australia,AUS,2016,09,100545000000.0
Australia,AUS,2016,10,100545000000.0
Australia,AUS,2016,11,100545000000.0
Australia,AUS,2016,12,100545000000.0
Australia,AUS,2017,01,110543333333.33333
Australia,AUS,2017,02,110543333333.33333
Australia,AUS,2017,03,110543333333.33333
Australia,AUS,2017,04,110543333333.33333
Australia,AUS,2017,05,110543333333.33333
Australia,AUS,2017,06,110543333333.33333
Australia,AUS,2017,07,110543333333.33333
Australia,AUS,2017,08,110543333333.33333
Australia,AUS,2017,09,110543333333.33333
Australia,AUS,2017,10,110543333333.33333
Australia,AUS,2017,11,110543333333.33333
Australia,AUS,2017,12,110543333333.33333
Australia,AUS,2018,01,119024166666.66667
Australia,AUS,2018,02,119024166666.66667
Australia,AUS,2018,03,119024166666.66667
Australia,AUS,2018,04,119024166666.66667
Australia,AUS,2018,05,119024166666.66667
Australia,AUS,2018,06,119024166666.66667
Australia,AUS,2018,07,119024166666.66667
Australia,AUS,2018,08,119024166666.66667
Australia,AUS,2018,09,119024166666.66667
Australia,AUS,2018,10,119024166666.66667
Australia,AUS,2018,11,119024166666.66667
Australia,AUS,2018,12,119024166666.66667
Australia,AUS,2019,01,116019166666.66667
Australia,AUS,2019,02,116019166666.66667
Australia,AUS,2019,03,116019166666.66667
Australia,AUS,2019,04,116019166666.66667
Australia,AUS,2019,05,116019166666.66667
Australia,AUS,2019,06,116019166666.66667
Australia,AUS,2019,07,116019166666.66667
Australia,AUS,2019,08,116019166666.66667
Australia,AUS,2019,09,116019166666.66667
Australia,AUS,2019,10,116019166666.66667
Australia,AUS,2019,11,116019166666.66667
Australia,AUS,2019,12,116019166666.66667
Australia,AUS,2020,01,110575000000.0
Australia,AUS,2020,02,110575000000.0
Australia,AUS,2020,03,110575000000.0
Australia,AUS,2020,04,110575000000.0
Australia,AUS,2020,05,110575000000.0
Australia,AUS,2020,06,110575000000.0
Australia,AUS,2020,07,110575000000.0
Australia,AUS,2020,08,110575000000.0
Australia,AUS,2020,09,110575000000.0
Australia,AUS,2020,10,110575000000.0
Australia,AUS,2020,11,110575000000.0
Australia,AUS,2020,12,110575000000.0
Australia,AUS,2021,01,129389166666.66667
Australia,AUS,2021,02,129389166666.66667
Australia,AUS,2021,03,129389166666.66667
Australia,AUS,2021,04,129389166666.66667
Australia,AUS,2021,05,129389166666.66667
Australia,AUS,2021,06,129389166666.66667
Australia,AUS,2021,07,129389166666.66667
Australia,AUS,2021,08,129389166666.66667
Australia,AUS,2021,09,129389166666.66667
Australia,AUS,2021,10,129389166666.66667
Australia,AUS,2021,11,129389166666.66667
Australia,AUS,2021,12,129389166666.66667
Austria,AUT,2010,01,32689583333.333332
Austria,AUT,2010,02,32689583333.333332
Austria,AUT,2010,03,32689583333.333332
Austria,AUT,2010,04,32689583333.333332
Austria,AUT,2010,05,32689583333.333332
Austria,AUT,2010,06,32689583333.333332
Austria,AUT,2010,07,32689583333.333332
Austria,AUT,2010,08,32689583333.333332
Austria,AUT,2010,09,32689583333.333332
Austria,AUT,2010,10,32689583333.333332
Austria,AUT,2010,11,32689583333.333332
Austria,AUT,2010,12,32689583333.333332
Austria,AUT,2011,01,35973750000.0
Austria,AUT,2011,02,35973750000.0
Austria,AUT,2011,03,35973750000.0
Austria,AUT,2011,04,35973750000.0
Austria,AUT,2011,05,35973750000.0
Austria,AUT,2011,06,35973750000.0
Austria,AUT,2011,07,35973750000.0
Austria,AUT,2011,08,35973750000.0
Austria,AUT,2011,09,35973750000.0
Austria,AUT,2011,10,35973750000.0
Austria,AUT,2011,11,35973750000.0
Austria,AUT,2011,12,35973750000.0
Austria,AUT,2012,01,34116833333.333332
Austria,AUT,2012,02,34116833333.333332
Austria,AUT,2012,03,34116833333.333332
Austria,AUT,2012,04,34116833333.333332
Austria,AUT,2012,05,34116833333.333332
Austria,AUT,2012,06,34116833333.333332
Austria,AUT,2012,07,34116833333.333332
Austria,AUT,2012,08,34116833333.333332
Austria,AUT,2012,09,34116833333.333332
Austria,AUT,2012,10,34116833333.333332
Austria,AUT,2012,11,34116833333.333332
Austria,AUT,2012,12,34116833333.333332
Austria,AUT,2013,01,35849250000.0
Austria,AUT,2013,02,35849250000.0
Austria,AUT,2013,03,35849250000.0
Austria,AUT,2013,04,35849250000.0
Austria,AUT,2013,05,35849250000.0
Austria,AUT,2013,06,35849250000.0
Austria,AUT,2013,07,35849250000.0
Austria,AUT,2013,08,35849250000.0
Austria,AUT,2013,09,35849250000.0
Austria,AUT,2013,10,35849250000.0
Austria,AUT,2013,11,35849250000.0
Austria,AUT,2013,12,35849250000.0
Austria,AUT,2014,01,36882083333.333336
Austria,AUT,2014,02,36882083333.333336
Austria,AUT,2014,03,36882083333.333336
Austria,AUT,2014,04,36882083333.333336
Austria,AUT,2014,05,36882083333.333336
Austria,AUT,2014,06,36882083333.333336
Austria,AUT,2014,07,36882083333.333336
Austria,AUT,2014,08,36882083333.333336
Austria,AUT,2014,09,36882083333.333336
Austria,AUT,2014,10,36882083333.333336
Austria,AUT,2014,11,36882083333.333336
Austria,AUT,2014,12,36882083333.333336
Austria,AUT,2015,01,31830916666.666668
Austria,AUT,2015,02,31830916666.666668
Austria,AUT,2015,03,31830916666.666668
Austria,AUT,2015,04,31830916666.666668
Austria,AUT,2015,05,31830916666.666668
Austria,AUT,2015,06,31830916666.666668
Austria,AUT,2015,07,31830916666.666668
Austria,AUT,2015,08,31830916666.666668
Austria,AUT,2015,09,31830916666.666668
Austria,AUT,2015,10,31830916666.666668
Austria,AUT,2015,11,31830916666.666668
Austria,AUT,2015,12,31830916666.666668
Austria,AUT,2016,01,32986416666.666668
Austria,AUT,2016,02,32986416666.666668
Austria,AUT,2016,03,32986416666.666668
Austria,AUT,2016,04,32986416666.666668
Austria,AUT,2016,05,32986416666.666668
Austria,AUT,2016,06,32986416666.666668
Austria,AUT,2016,07,32986416666.666668
Austria,AUT,2016,08,32986416666.666668
Austria,AUT,2016,09,32986416666.666668
Austria,AUT,2016,10,32986416666.666668
Austria,AUT,2016,11,32986416666.666668
Austria,AUT,2016,12,32986416666.666668
Austria,AUT,2017,01,34771750000.0
Austria,AUT,2017,02,34771750000.0
Austria,AUT,2017,03,34771750000.0
Austria,AUT,2017,04,34771750000.0
Austria,AUT,2017,05,34771750000.0
Austria,AUT,2017,06,34771750000.0
Austria,AUT,2017,07,34771750000.0
Austria,AUT,2017,08,34771750000.0
Austria,AUT,2017,09,34771750000.0
Austria,AUT,2017,10,34771750000.0
Austria,AUT,2017,11,34771750000.0
Austria,AUT,2017,12,34771750000.0
Austria,AUT,2018,01,37915916666.666664
Austria,AUT,2018,02,37915916666.666664
Austria,AUT,2018,03,37915916666.666664
Austria,AUT,2018,04,37915916666.666664
Austria,AUT,2018,05,37915916666.666664
Austria,AUT,2018,06,37915916666.666664
Austria,AUT,2018,07,37915916666.666664
Austria,AUT,2018,08,37915916666.666664
Austria,AUT,2018,09,37915916666.666664
Austria,AUT,2018,10,37915916666.666664
Austria,AUT,2018,11,37915916666.666664
Austria,AUT,2018,12,37915916666.666664
Austria,AUT,2019,01,37051750000.0
Austria,AUT,2019,02,37051750000.0
Austria,AUT,2019,03,37051750000.0
Austria,AUT,2019,04,37051750000.0
Austria,AUT,2019,05,37051750000.0
Austria,AUT,2019,06,37051750000.0
Austria,AUT,2019,07,37051750000.0
Austria,AUT,2019,08,37051750000.0
Austria,AUT,2019,09,37051750000.0
Austria,AUT,2019,10,37051750000.0
Austria,AUT,2019,11,37051750000.0
Austria,AUT,2019,12,37051750000.0
Austria,AUT,2020,01,36268750000.0
Austria,AUT,2020,02,36268750000.0
Austria,AUT,2020,03,36268750000.0
Austria,AUT,2020,04,36268750000.0
Austria,AUT,2020,05,36268750000.0
Austria,AUT,2020,06,36268750000.0
Austria,AUT,2020,07,36268750000.0
Austria,AUT,2020,08,36268750000.0
Austria,AUT,2020,09,36268750000.0
Austria,AUT,2020,10,36268750000.0
Austria,AUT,2020,11,36268750000.0
Austria,AUT,2020,12,36268750000.0
Austria,AUT,2021,01,40030666666.666664
Austria,AUT,2021,02,40030666666.666664
Austria,AUT,2021,03,40030666666.666664
Austria,AUT,2021,04,40030666666.666664
Austria,AUT,2021,05,40030666666.666664
Austria,AUT,2021,06,40030666666.666664
Austria,AUT,2021,07,40030666666.666664
Austria,AUT,2021,08,40030666666.666664
Austria,AUT,2021,09,40030666666.666664
Austria,AUT,2021,10,40030666666.666664
Austria,AUT,2021,11,40030666666.666664
Austria,AUT,2021,12,40030666666.666664
Belgium,BEL,2010,01,40118416666.666664
Belgium,BEL,2010,02,40118416666.666664
Belgium,BEL,2010,03,40118416666.666664
Belgium,BEL,2010,04,40118416666.666664
Belgium,BEL,2010,05,40118416666.666664
Belgium,BEL,2010,06,40118416666.666664
Belgium,BEL,2010,07,40118416666.666664
Belgium,BEL,2010,08,40118416666.666664
Belgium,BEL,2010,09,40118416666.666664
Belgium,BEL,2010,10,40118416666.666664
Belgium,BEL,2010,11,40118416666.666664
Belgium,BEL,2010,12,40118416666.666664
Belgium,BEL,2011,01,43610833333.333336
Belgium,BEL,2011,02,43610833333.333336
Belgium,BEL,2011,03,43610833333.333336
Belgium,BEL,2011,04,43610833333.333336
Belgium,BEL,2011,05,43610833333.333336
Belgium,BEL,2011,06,43610833333.333336
Belgium,BEL,2011,07,43610833333.333336
Belgium,BEL,2011,08,43610833333.333336
Belgium,BEL,2011,09,43610833333.333336
Belgium,BEL,2011,10,43610833333.333336
Belgium,BEL,2011,11,43610833333.333336
Belgium,BEL,2011,12,43610833333.333336
Belgium,BEL,2012,01,41346083333.333336
Belgium,BEL,2012,02,41346083333.333336
Belgium,BEL,2012,03,41346083333.333336
Belgium,BEL,2012,04,41346083333.333336
Belgium,BEL,2012,05,41346083333.333336
Belgium,BEL,2012,06,41346083333.333336
Belgium,BEL,2012,07,41346083333.333336
Belgium,BEL,2012,08,41346083333.333336
Belgium,BEL,2012,09,41346083333.333336
Belgium,BEL,2012,10,41346083333.333336
Belgium,BEL,2012,11,41346083333.333336
Belgium,BEL,2012,12,41346083333.333336
Belgium,BEL,2013,01,43482583333.333336
Belgium,BEL,2013,02,43482583333.333336
Belgium,BEL,2013,03,43482583333.333336
Belgium,BEL,2013,04,43482583333.333336
Belgium,BEL,2013,05,43482583333.333336
Belgium,BEL,2013,06,43482583333.333336
Belgium,BEL,2013,07,43482583333.333336
Belgium,BEL,2013,08,43482583333.333336
Belgium,BEL,2013,09,43482583333.333336
Belgium,BEL,2013,10,43482583333.333336
Belgium,BEL,2013,11,43482583333.333336
Belgium,BEL,2013,12,43482583333.333336
Belgium,BEL,2014,01,44615833333.333336
Belgium,BEL,2014,02,44615833333.333336
Belgium,BEL,2014,03,44615833333.333336
Belgium,BEL,2014,04,44615833333.333336
Belgium,BEL,2014,05,44615833333.333336
Belgium,BEL,2014,06,44615833333.333336
Belgium,BEL,2014,07,44615833333.333336
Belgium,BEL,2014,08,44615833333.333336
Belgium,BEL,2014,09,44615833333.333336
Belgium,BEL,2014,10,44615833333.333336
Belgium,BEL,2014,11,44615833333.333336
Belgium,BEL,2014,12,44615833333.333336
Belgium,BEL,2015,01,38528000000.0
Belgium,BEL,2015,02,38528000000.0
Belgium,BEL,2015,03,38528000000.0
Belgium,BEL,2015,04,38528000000.0
Belgium,BEL,2015,05,38528000000.0
Belgium,BEL,2015,06,38528000000.0
Belgium,BEL,2015,07,38528000000.0
Belgium,BEL,2015,08,38528000000.0
Belgium,BEL,2015,09,38528000000.0
Belgium,BEL,2015,10,38528000000.0
Belgium,BEL,2015,11,38528000000.0
Belgium,BEL,2015,12,38528000000.0
Belgium,BEL,2016,01,39671916666.666664
Belgium,BEL,2016,02,39671916666.666664
Belgium,BEL,2016,03,39671916666.666664
Belgium,BEL,2016,04,39671916666.666664
Belgium,BEL,2016,05,39671916666.666664
Belgium,BEL,2016,06,39671916666.666664
Belgium,BEL,2016,07,39671916666.666664
Belgium,BEL,2016,08,39671916666.666664
Belgium,BEL,2016,09,39671916666.666664
Belgium,BEL,2016,10,39671916666.666664
Belgium,BEL,2016,11,39671916666.666664
Belgium,BEL,2016,12,39671916666.666664
Belgium,BEL,2017,01,41897083333.333336
Belgium,BEL,2017,02,41897083333.333336
Belgium,BEL,2017,03,41897083333.333336
Belgium,BEL,2017,04,41897083333.333336
Belgium,BEL,2017,05,41897083333.333336
Belgium,BEL,2017,06,41897083333.333336
Belgium,BEL,2017,07,41897083333.333336
Belgium,BEL,2017,08,41897083333.333336
Belgium,BEL,2017,09,41897083333.333336
Belgium,BEL,2017,10,41897083333.333336
Belgium,BEL,2017,11,41897083333.333336
Belgium,BEL,2017,12,41897083333.333336
Belgium,BEL,2018,01,45274916666.666664
Belgium,BEL,2018,02,45274916666.666664
Belgium,BEL,2018,03,45274916666.666664
Belgium,BEL,2018,04,45274916666.666664
Belgium,BEL,2018,05,45274916666.666664
Belgium,BEL,2018,06,45274916666.666664
Belgium,BEL,2018,07,45274916666.666664
Belgium,BEL,2018,08,45274916666.666664
Belgium,BEL,2018,09,45274916666.666664
Belgium,BEL,2018,10,45274916666.666664
Belgium,BEL,2018,11,45274916666.666664
Belgium,BEL,2018,12,45274916666.666664
Belgium,BEL,2019,01,44652583333.333336
Belgium,BEL,2019,02,44652583333.333336
Belgium,BEL,2019,03,44652583333.333336
Belgium,BEL,2019,04,44652583333.333336
Belgium,BEL,2019,05,44652583333.333336
Belgium,BEL,2019,06,44652583333.333336
Belgium,BEL,2019,07,44652583333.333336
Belgium,BEL,2019,08,44652583333.333336
Belgium,BEL,2019,09,44652583333.333336
Belgium,BEL,2019,10,44652583333.333336
Belgium,BEL,2019,11,44652583333.333336
Belgium,BEL,2019,12,44652583333.333336
Belgium,BEL,2020,01,43767666666.666664
Belgium,BEL,2020,02,43767666666.666664
Belgium,BEL,2020,03,43767666666.666664
Belgium,BEL,2020,04,43767666666.666664
Belgium,BEL,2020,05,43767666666.666664
Belgium,BEL,2020,06,43767666666.666664
Belgium,BEL,2020,07,43767666666.666664
Belgium,BEL,2020,08,43767666666.666664
Belgium,BEL,2020,09,43767666666.666664
Belgium,BEL,2020,10,43767666666.666664
Belgium,BEL,2020,11,43767666666.666664
Belgium,BEL,2020,12,43767666666.666664
Belgium,BEL,2021,01,49508666666.666664
Belgium,BEL,2021,02,49508666666.666664
Belgium,BEL,2021,03,49508666666.666664
Belgium,BEL,2021,04,49508666666.666664
Belgium,BEL,2021,05,49508666666.666664
Belgium,BEL,2021,06,49508666666.666664
Belgium,BEL,2021,07,49508666666.666664
Belgium,BEL,2021,08,49508666666.666664
Belgium,BEL,2021,09,49508666666.666664
Belgium,BEL,2021,10,49508666666.666664
Belgium,BEL,2021,11,49508666666.666664
Belgium,BEL,2021,12,49508666666.666664
Brazil,BRA,2010,01,184072500000.0
Brazil,BRA,2010,02,184072500000.0
Brazil,BRA,2010,03,184072500000.0
Brazil,BRA,2010,04,184072500000.0
Brazil,BRA,2010,05,184072500000.0
Brazil,BRA,2010,06,184072500000.0
Brazil,BRA,2010,07,184072500000.0
Brazil,BRA,2010,08,184072500000.0
Brazil,BRA,2010,09,184072500000.0
Brazil,BRA,2010,10,184072500000.0
Brazil,BRA,2010,11,184072500000.0
Brazil,BRA,2010,12,184072500000.0
Brazil,BRA,2011,01,218016666666.66666
Brazil,BRA,2011,02,218016666666.66666
Brazil,BRA,2011,03,218016666666.66666
Brazil,BRA,2011,04,218016666666.66666
Brazil,BRA,2011,05,218016666666.66666
Brazil,BRA,2011,06,218016666666.66666
Brazil,BRA,2011,07,218016666666.66666
Brazil,BRA,2011,08,218016666666.66666
Brazil,BRA,2011,09,218016666666.66666
Brazil,BRA,2011,10,218016666666.66666
Brazil,BRA,2011,11,218016666666.66666
Brazil,BRA,2011,12,218016666666.66666
Brazil,BRA,2012,01,205432500000.0
Brazil,BRA,2012,02,205432500000.0
Brazil,BRA,2012,03,205432500000.0
Brazil,BRA,2012,04,205432500000.0
Brazil,BRA,2012,05,205432500000.0
Brazil,BRA,2012,06,205432500000.0
Brazil,BRA,2012,07,205432500000.0
Brazil,BRA,2012,08,205432500000.0
Brazil,BRA,2012,09,205432500000.0
Brazil,BRA,2012,10,205432500000.0
Brazil,BRA,2012,11,205432500000.0
Brazil,BRA,2012,12,205432500000.0
Brazil,BRA,2013,01,206067500000.0
Brazil,BRA,2013,02,206067500000.0
Brazil,BRA,2013,03,206067500000.0
Brazil,BRA,2013,04,206067500000.0
Brazil,BRA,2013,05,206067500000.0
Brazil,BRA,2013,06,206067500000.0
Brazil,BRA,2013,07,206067500000.0
Brazil,BRA,2013,08,206067500000.0
Brazil,BRA,2013,09,206067500000.0
Brazil,BRA,2013,10,206067500000.0
Brazil,BRA,2013,11,206067500000.0
Brazil,BRA,2013,12,206067500000.0
Brazil,BRA,2014,01,204665833333.33334
Brazil,BRA,2014,02,204665833333.33334
Brazil,BRA,2014,03,204665833333.33334
Brazil,BRA,2014,04,204665833333.33334
Brazil,BRA,2014,05,204665833333.33334
Brazil,BRA,2014,06,204665833333.33334
Brazil,BRA,2014,07,204665833333.33334
Brazil,BRA,2014,08,204665833333.33334
Brazil,BRA,2014,09,204665833333.33334
Brazil,BRA,2014,10,204665833333.33334
Brazil,BRA,2014,11,204665833333.33334
Brazil,BRA,2014,12,204665833333.33334
Brazil,BRA,2015,01,150184166666.66666
Brazil,BRA,2015,02,150184166666.66666
Brazil,BRA,2015,03,150184166666.66666
Brazil,BRA,2015,04,150184166666.66666
Brazil,BRA,2015,05,150184166666.66666
Brazil,BRA,2015,06,150184166666.66666
Brazil,BRA,2015,07,150184166666.66666
Brazil,BRA,2015,08,150184166666.66666
Brazil,BRA,2015,09,150184166666.66666
Brazil,BRA,2015,10,150184166666.66666
Brazil,BRA,2015,11,150184166666.66666
Brazil,BRA,2015,12,150184166666.66666
Brazil,BRA,2016,01,149641666666.66666
Brazil,BRA,2016,02,149641666666.66666
Brazil,BRA,2016,03,149641666666.66666
Brazil,BRA,2016,04,149641666666.66666
Brazil,BRA,2016,05,149641666666.66666
Brazil,BRA,2016,06,149641666666.66666
Brazil,BRA,2016,07,149641666666.66666
Brazil,BRA,2016,08,149641666666.66666
Brazil,BRA,2016,09,149641666666.66666
Brazil,BRA,2016,10,149641666666.66666
Brazil,BRA,2016,11,149641666666.66666
Brazil,BRA,2016,12,149641666666.66666
