Country,Country Code,AverageTemperature,Year,Months,TempDiff,YearMonth
Argentina,ARG,20.274,2009,12,0.0,200912
Argentina,ARG,20.987000000000002,2010,1,0.713,201001
Argentina,ARG,21.316000000000003,2010,2,0.32899999999999996,201002
Argentina,ARG,22.742,2010,3,1.426,201003
Argentina,ARG,22.558,2010,4,-0.184,201004
Argentina,ARG,22.086,2010,5,-0.47200000000000003,201005
Argentina,ARG,22.636,2010,6,0.55,201006
Argentina,ARG,21.596,2010,7,-1.04,201007
Argentina,ARG,20.835,2010,8,-0.7609999999999999,201008
Argentina,ARG,21.061,2010,9,0.226,201009
Argentina,ARG,21.209,2010,10,0.14800000000000002,201010
Argentina,ARG,21.019,2010,11,-0.19,201011
Argentina,ARG,21.543,2010,12,0.524,201012
Argentina,ARG,22.14,2011,1,0.597,201101
Argentina,ARG,22.114,2011,2,-0.026000000000000002,201102
Argentina,ARG,22.262,2011,3,0.14800000000000002,201103
Argentina,ARG,23.011,2011,4,0.7490000000000001,201104
Argentina,ARG,23.095,2011,5,0.084,201105
Argentina,ARG,23.134,2011,6,0.039,201106
Argentina,ARG,22.728,2011,7,-0.406,201107
Argentina,ARG,21.917,2011,8,-0.8109999999999999,201108
Argentina,ARG,23.202,2011,9,1.285,201109
Argentina,ARG,23.263,2011,10,0.061,201110
Argentina,ARG,24.503,2011,11,1.24,201111
Argentina,ARG,25.165,2011,12,0.662,201112
Argentina,ARG,26.72,2012,1,1.555,201201
Argentina,ARG,27.56,2012,2,0.84,201202
Argentina,ARG,28.423,2012,3,0.863,201203
Argentina,ARG,28.627,2012,4,0.204,201204
Argentina,ARG,29.706,2012,5,1.079,201205
Argentina,ARG,29.968,2012,6,0.262,201206
Argentina,ARG,28.675,2012,7,-1.2930000000000001,201207
Argentina,ARG,29.575,2012,8,0.9,201208
Argentina,ARG,31.019,2012,9,1.444,201209
Argentina,ARG,31.906,2012,10,0.887,201210
Argentina,ARG,33.064,2012,11,1.158,201211
Argentina,ARG,33.526,2012,12,0.462,201212
Argentina,ARG,34.415000000000006,2013,1,0.889,201301
Argentina,ARG,34.949000000000005,2013,2,0.534,201302
Argentina,ARG,33.85300000000001,2013,3,-1.0959999999999999,201303
Argentina,ARG,35.34400000000001,2013,4,1.4909999999999999,201304
Argentina,ARG,35.61300000000001,2013,5,0.26899999999999996,201305
Argentina,ARG,36.88900000000001,2013,6,1.276,201306
Argentina,ARG,36.96700000000001,2013,7,0.078,201307
Argentina,ARG,36.24500000000001,2013,8,-0.722,201308
Argentina,ARG,35.698000000000015,2013,9,-0.547,201309
Argentina,ARG,36.929000000000016,2013,10,1.2309999999999999,201310
Argentina,ARG,37.512000000000015,2013,11,0.583,201311
Argentina,ARG,39.77900000000002,2013,12,2.267,201312
Argentina,ARG,40.868000000000016,2014,1,1.089,201401
Argentina,ARG,40.93400000000002,2014,2,0.066,201402
Argentina,ARG,40.12200000000002,2014,3,-0.812,201403
Argentina,ARG,40.328000000000024,2014,4,0.20600000000000002,201404
Argentina,ARG,40.67600000000002,2014,5,0.348,201405
Argentina,ARG,41.42000000000002,2014,6,0.7440000000000001,201406
Argentina,ARG,42.07000000000002,2014,7,0.65,201407
Argentina,ARG,44.22000000000002,2014,8,2.15,201408
Argentina,ARG,45.76500000000002,2014,9,1.545,201409
Argentina,ARG,48.23100000000002,2014,10,2.4659999999999997,201410
Argentina,ARG,48.33000000000002,2014,11,0.099,201411
Argentina,ARG,48.41600000000002,2014,12,0.086,201412
Argentina,ARG,49.04100000000002,2015,1,0.625,201501
Argentina,ARG,49.54900000000002,2015,2,0.508,201502
Argentina,ARG,50.99400000000002,2015,3,1.445,201503
Argentina,ARG,53.15200000000002,2015,4,2.158,201504
Argentina,ARG,54.75700000000002,2015,5,1.605,201505
Argentina,ARG,56.786000000000016,2015,6,2.029,201506
Argentina,ARG,57.88000000000002,2015,7,1.094,201507
Argentina,ARG,60.110000000000014,2015,8,2.23,201508
Argentina,ARG,60.31200000000001,2015,9,0.20199999999999999,201509
Argentina,ARG,59.183000000000014,2015,10,-1.129,201510
Argentina,ARG,59.03100000000001,2015,11,-0.152,201511
Argentina,ARG,59.68800000000002,2015,12,0.657,201512
Argentina,ARG,60.81600000000002,2016,1,1.128,201601
Argentina,ARG,62.47100000000002,2016,2,1.655,201602
Argentina,ARG,62.87200000000002,2016,3,0.401,201603
Argentina,ARG,62.80400000000002,2016,4,-0.068,201604
Argentina,ARG,61.657000000000025,2016,5,-1.147,201605
Argentina,ARG,61.02800000000003,2016,6,-0.629,201606
Argentina,ARG,61.19800000000003,2016,7,0.17,201607
Argentina,ARG,62.90100000000003,2016,8,1.703,201608
Argentina,ARG,63.342000000000034,2016,9,0.441,201609
Argentina,ARG,63.73600000000003,2016,10,0.39399999999999996,201610
Argentina,ARG,64.03300000000003,2016,11,0.297,201611
Argentina,ARG,65.12900000000003,2016,12,1.0959999999999999,201612
Argentina,ARG,66.53200000000004,2017,1,1.403,201701
Argentina,ARG,68.11400000000003,2017,2,1.5819999999999999,201702
Argentina,ARG,68.73700000000004,2017,3,0.623,201703
Argentina,ARG,69.16400000000004,2017,4,0.42700000000000005,201704
Argentina,ARG,69.80000000000004,2017,5,0.636,201705
Argentina,ARG,70.81400000000004,2017,6,1.014,201706
Argentina,ARG,72.64100000000003,2017,7,1.827,201707
Argentina,ARG,74.44600000000004,2017,8,1.805,201708
Argentina,ARG,75.48200000000004,2017,9,1.036,201709
Argentina,ARG,75.92500000000004,2017,10,0.44299999999999995,201710
Argentina,ARG,76.14700000000003,2017,11,0.222,201711
Argentina,ARG,77.39700000000003,2017,12,1.25,201712
Argentina,ARG,78.18200000000003,2018,1,0.785,201801
Argentina,ARG,79.54200000000003,2018,2,1.36,201802
Argentina,ARG,79.86500000000002,2018,3,0.32299999999999995,201803
Argentina,ARG,82.74400000000003,2018,4,2.8789999999999996,201804
Argentina,ARG,84.03200000000002,2018,5,1.288,201805
Argentina,ARG,83.40900000000002,2018,6,-0.623,201806
Argentina,ARG,82.38700000000001,2018,7,-1.022,201807
Argentina,ARG,82.56400000000002,2018,8,0.177,201808
Argentina,ARG,84.67200000000003,2018,9,2.108,201809
Argentina,ARG,84.95600000000003,2018,10,0.284,201810
Argentina,ARG,85.53700000000003,2018,11,0.581,201811
Argentina,ARG,86.07400000000004,2018,12,0.537,201812
Argentina,ARG,86.37100000000004,2019,1,0.297,201901
Argentina,ARG,86.85900000000004,2019,2,0.488,201902
Argentina,ARG,86.44500000000004,2019,3,-0.414,201903
Argentina,ARG,87.85100000000004,2019,4,1.406,201904
Argentina,ARG,88.47300000000004,2019,5,0.622,201905
Argentina,ARG,90.21500000000005,2019,6,1.742,201906
Argentina,ARG,90.61400000000005,2019,7,0.39899999999999997,201907
Argentina,ARG,90.99300000000005,2019,8,0.379,201908
Argentina,ARG,91.32700000000006,2019,9,0.33399999999999996,201909
Argentina,ARG,91.79900000000005,2019,10,0.47200000000000003,201910
Argentina,ARG,93.50600000000004,2019,11,1.7069999999999999,201911
Argentina,ARG,94.23100000000004,2019,12,0.725,201912
Argentina,ARG,95.28700000000003,2020,1,1.056,202001
Argentina,ARG,95.73500000000003,2020,2,0.44799999999999995,202002
Argentina,ARG,98.43700000000003,2020,3,2.702,202003
Argentina,ARG,99.75800000000002,2020,4,1.321,202004
Argentina,ARG,100.49900000000002,2020,5,0.741,202005
Argentina,ARG,101.45600000000002,2020,6,0.9570000000000001,202006
Argentina,ARG,100.61100000000002,2020,7,-0.845,202007
Argentina,ARG,101.74600000000002,2020,8,1.135,202008
Argentina,ARG,102.92900000000003,2020,9,1.183,202009
Argentina,ARG,104.26200000000003,2020,10,1.3330000000000002,202010
Argentina,ARG,105.98500000000003,2020,11,1.723,202011
Argentina,ARG,106.67700000000002,2020,12,0.6920000000000001,202012
Australia,AUS,28.021,2009,12,0.0,200912
Australia,AUS,28.879,2010,1,0.858,201001
Australia,AUS,29.906000000000002,2010,2,1.0270000000000001,201002
Australia,AUS,30.297000000000004,2010,3,0.391,201003
Australia,AUS,31.754000000000005,2010,4,1.4569999999999999,201004
Australia,AUS,32.6,2010,5,0.846,201005
Australia,AUS,32.965,2010,6,0.365,201006
Australia,AUS,34.115,2010,7,1.15,201007
Australia,AUS,34.393,2010,8,0.278,201008
Australia,AUS,34.845,2010,9,0.452,201009
Australia,AUS,34.741,2010,10,-0.10400000000000001,201010
Australia,AUS,34.366,2010,11,-0.375,201011
Australia,AUS,34.019,2010,12,-0.34700000000000003,201012
Australia,AUS,35.083,2011,1,1.064,201101
Australia,AUS,35.132999999999996,2011,2,0.05,201102
Australia,AUS,34.455,2011,3,-0.6779999999999999,201103
Australia,AUS,34.096,2011,4,-0.359,201104
Australia,AUS,33.165,2011,5,-0.9309999999999999,201105
Australia,AUS,32.6,2011,6,-0.565,201106
Australia,AUS,33.304,2011,7,0.7040000000000001,201107
Australia,AUS,34.5,2011,8,1.196,201108
Australia,AUS,34.894,2011,9,0.39399999999999996,201109
Australia,AUS,35.562999999999995,2011,10,0.669,201110
Australia,AUS,36.13399999999999,2011,11,0.5710000000000001,201111
Australia,AUS,35.910999999999994,2011,12,-0.223,201112
Australia,AUS,36.154999999999994,2012,1,0.244,201201
Australia,AUS,36.096,2012,2,-0.059000000000000004,201202
Australia,AUS,35.281,2012,3,-0.815,201203
Australia,AUS,35.527,2012,4,0.24600000000000002,201204
Australia,AUS,35.428000000000004,2012,5,-0.099,201205
Australia,AUS,34.913000000000004,2012,6,-0.515,201206
Australia,AUS,34.75600000000001,2012,7,-0.157,201207
Australia,AUS,35.21900000000001,2012,8,0.46299999999999997,201208
Australia,AUS,36.51200000000001,2012,9,1.2930000000000001,201209
Australia,AUS,37.522000000000006,2012,10,1.01,201210
Australia,AUS,39.02100000000001,2012,11,1.499,201211
Australia,AUS,40.36600000000001,2012,12,1.345,201212
Australia,AUS,42.31000000000001,2013,1,1.944,201301
Australia,AUS,43.33100000000001,2013,2,1.021,201302
Australia,AUS,44.20900000000001,2013,3,0.878,201303
Australia,AUS,45.39400000000001,2013,4,1.185,201304
Australia,AUS,46.83000000000001,2013,5,1.436,201305
Australia,AUS,47.66500000000001,2013,6,0.835,201306
Australia,AUS,49.26100000000001,2013,7,1.5959999999999999,201307
Australia,AUS,50.99900000000001,2013,8,1.7380000000000002,201308
Australia,AUS,53.793000000000006,2013,9,2.7939999999999996,201309
Australia,AUS,55.458000000000006,2013,10,1.665,201310
Australia,AUS,56.25300000000001,2013,11,0.795,201311
Australia,AUS,57.17900000000001,2013,12,0.9259999999999999,201312
Australia,AUS,58.38900000000001,2014,1,1.21,201401
Australia,AUS,58.74200000000001,2014,2,0.353,201402
Australia,AUS,59.68400000000001,2014,3,0.9420000000000001,201403
Australia,AUS,60.98200000000001,2014,4,1.298,201404
Australia,AUS,62.98300000000001,2014,5,2.001,201405
Australia,AUS,63.52900000000001,2014,6,0.546,201406
Australia,AUS,63.988000000000014,2014,7,0.45899999999999996,201407
Australia,AUS,64.41200000000002,2014,8,0.424,201408
Australia,AUS,65.86900000000001,2014,9,1.4569999999999999,201409
Australia,AUS,67.91900000000001,2014,10,2.05,201410
Australia,AUS,69.94000000000001,2014,11,2.021,201411
Australia,AUS,71.03300000000002,2014,12,1.093,201412
Australia,AUS,71.39200000000001,2015,1,0.359,201501
Australia,AUS,73.31400000000001,2015,2,1.922,201502
Australia,AUS,74.179,2015,3,0.865,201503
Australia,AUS,73.738,2015,4,-0.441,201504
Australia,AUS,74.023,2015,5,0.285,201505
Australia,AUS,75.328,2015,6,1.305,201506
Australia,AUS,75.893,2015,7,0.565,201507
Australia,AUS,76.741,2015,8,0.848,201508
Australia,AUS,77.301,2015,9,0.56,201509
Australia,AUS,80.276,2015,10,2.975,201510
Australia,AUS,82.39,2015,11,2.114,201511
Australia,AUS,83.618,2015,12,1.228,201512
Australia,AUS,84.446,2016,1,0.828,201601
Australia,AUS,85.728,2016,2,1.2819999999999998,201602
Australia,AUS,87.485,2016,3,1.757,201603
Australia,AUS,89.603,2016,4,2.1180000000000003,201604
Australia,AUS,91.925,2016,5,2.322,201605
Australia,AUS,93.214,2016,6,1.2890000000000001,201606
Australia,AUS,94.344,2016,7,1.13,201607
Australia,AUS,95.04199999999999,2016,8,0.698,201608
Australia,AUS,95.36499999999998,2016,9,0.32299999999999995,201609
Australia,AUS,95.14799999999998,2016,10,-0.217,201610
Australia,AUS,95.90399999999998,2016,11,0.7559999999999999,201611
Australia,AUS,96.87299999999998,2016,12,0.9690000000000001,201612
Australia,AUS,97.92499999999998,2017,1,1.052,201701
Australia,AUS,98.64799999999998,2017,2,0.723,201702
Australia,AUS,100.34599999999998,2017,3,1.6980000000000002,201703
Australia,AUS,100.57099999999997,2017,4,0.225,201704
Australia,AUS,101.61799999999997,2017,5,1.047,201705
Australia,AUS,102.10899999999997,2017,6,0.491,201706
Australia,AUS,103.87299999999996,2017,7,1.764,201707
Australia,AUS,105.07399999999996,2017,8,1.2009999999999998,201708
Australia,AUS,106.54199999999996,2017,9,1.4680000000000002,201709
Australia,AUS,108.19999999999996,2017,10,1.6580000000000001,201710
Australia,AUS,109.22799999999997,2017,11,1.028,201711
Australia,AUS,110.51999999999997,2017,12,1.2919999999999998,201712
Australia,AUS,112.01799999999997,2018,1,1.4980000000000002,201801
Australia,AUS,113.03399999999998,2018,2,1.016,201802
Australia,AUS,114.09599999999998,2018,3,1.062,201803
Australia,AUS,116.44699999999997,2018,4,2.351,201804
Australia,AUS,117.08499999999998,2018,5,0.638,201805
Australia,AUS,117.38699999999999,2018,6,0.302,201806
Australia,AUS,118.60699999999999,2018,7,1.22,201807
Australia,AUS,118.78299999999999,2018,8,0.17600000000000002,201808
Australia,AUS,119.62099999999998,2018,9,0.838,201809
Australia,AUS,121.56599999999997,2018,10,1.945,201810
Australia,AUS,122.47199999999998,2018,11,0.9059999999999999,201811
Australia,AUS,124.53199999999998,2018,12,2.06,201812
Australia,AUS,127.26099999999998,2019,1,2.7289999999999996,201901
Australia,AUS,128.69599999999997,2019,2,1.435,201902
Australia,AUS,130.59799999999996,2019,3,1.902,201903
Australia,AUS,131.85999999999996,2019,4,1.262,201904
Australia,AUS,132.75399999999996,2019,5,0.894,201905
Australia,AUS,132.98799999999997,2019,6,0.23399999999999999,201906
Australia,AUS,134.44499999999996,2019,7,1.4569999999999999,201907
Australia,AUS,134.82899999999995,2019,8,0.384,201908
Australia,AUS,136.05599999999995,2019,9,1.227,201909
Australia,AUS,138.15799999999996,2019,10,2.102,201910
Australia,AUS,139.33499999999995,2019,11,1.177,201911
Australia,AUS,142.46199999999996,2019,12,3.127,201912
Australia,AUS,143.95499999999996,2020,1,1.493,202001
Australia,AUS,144.98899999999995,2020,2,1.034,202002
Australia,AUS,145.52699999999996,2020,3,0.5379999999999999,202003
Australia,AUS,147.08099999999996,2020,4,1.554,202004
Australia,AUS,146.82899999999995,2020,5,-0.252,202005
Australia,AUS,147.82699999999994,2020,6,0.998,202006
Australia,AUS,148.78299999999993,2020,7,0.956,202007
Australia,AUS,150.13299999999992,2020,8,1.35,202008
Australia,AUS,152.66099999999992,2020,9,2.528,202009
Australia,AUS,153.80399999999992,2020,10,1.143,202010
Australia,AUS,156.18099999999993,2020,11,2.377,202011
Australia,AUS,156.4819999999999,2020,12,0.301,202012
Austria,AUT,-2.061,2009,12,0.0,200912
Austria,AUT,-2.991,2010,1,-0.93,201001
Austria,AUT,-2.9570000000000003,2010,2,0.034,201002
Austria,AUT,-2.1470000000000002,2010,3,0.81,201003
Austria,AUT,-0.7610000000000003,2010,4,1.386,201004
Austria,AUT,-0.2110000000000003,2010,5,0.55,201005
Austria,AUT,1.3079999999999998,2010,6,1.5190000000000001,201006
Austria,AUT,4.396,2010,7,3.088,201007
Austria,AUT,5.2989999999999995,2010,8,0.903,201008
Austria,AUT,4.473999999999999,2010,9,-0.825,201009
Austria,AUT,3.547999999999999,2010,10,-0.9259999999999999,201010
Austria,AUT,5.589999999999999,2010,11,2.042,201011
Austria,AUT,3.6849999999999987,2010,12,-1.905,201012
Austria,AUT,5.409999999999998,2011,1,1.725,201101
Austria,AUT,6.277999999999999,2011,2,0.868,201102
Austria,AUT,8.248,2011,3,1.97,201103
Austria,AUT,11.905,2011,4,3.657,201104
Austria,AUT,13.962,2011,5,2.057,201105
Austria,AUT,15.719,2011,6,1.757,201106
Austria,AUT,15.929,2011,7,0.21,201107
Austria,AUT,18.68,2011,8,2.7510000000000003,201108
Austria,AUT,21.564,2011,9,2.884,201109
Austria,AUT,21.911,2011,10,0.34700000000000003,201110
Austria,AUT,22.369,2011,11,0.45799999999999996,201111
Austria,AUT,25.03,2011,12,2.661,201112
Austria,AUT,27.611,2012,1,2.5810000000000004,201201
Austria,AUT,24.229,2012,2,-3.3819999999999997,201202
Austria,AUT,28.051,2012,3,3.822,201203
Austria,AUT,29.491999999999997,2012,4,1.4409999999999998,201204
Austria,AUT,31.718999999999998,2012,5,2.227,201205
Austria,AUT,34.302,2012,6,2.583,201206
Austria,AUT,36.471,2012,7,2.169,201207
Austria,AUT,39.512,2012,8,3.0410000000000004,201208
Austria,AUT,40.724000000000004,2012,9,1.212,201209
Austria,AUT,41.556000000000004,2012,10,0.8320000000000001,201210
Austria,AUT,44.08500000000001,2012,11,2.529,201211
Austria,AUT,44.559000000000005,2012,12,0.474,201212
Austria,AUT,46.554,2013,1,1.995,201301
Austria,AUT,45.928000000000004,2013,2,-0.626,201302
Austria,AUT,44.812000000000005,2013,3,-1.1159999999999999,201303
Austria,AUT,46.79900000000001,2013,4,1.9869999999999999,201304
Austria,AUT,47.333000000000006,2013,5,0.534,201305
Austria,AUT,48.321000000000005,2013,6,0.988,201306
Austria,AUT,51.56,2013,7,3.239,201307
Austria,AUT,54.032000000000004,2013,8,2.472,201308
Austria,AUT,54.365,2013,9,0.33299999999999996,201309
Austria,AUT,56.396,2013,10,2.031,201310
Austria,AUT,57.548,2013,11,1.1520000000000001,201311
Austria,AUT,60.066,2013,12,2.5180000000000002,201312
Austria,AUT,64.453,2014,1,4.387,201401
Austria,AUT,68.083,2014,2,3.63,201402
Austria,AUT,72.134,2014,3,4.051,201403
Austria,AUT,75.092,2014,4,2.958,201404
Austria,AUT,75.703,2014,5,0.611,201405
Austria,AUT,77.256,2014,6,1.5530000000000002,201406
Austria,AUT,78.828,2014,7,1.5719999999999998,201407
Austria,AUT,78.904,2014,8,0.076,201408
Austria,AUT,79.91499999999999,2014,9,1.011,201409
Austria,AUT,82.853,2014,10,2.938,201410
Austria,AUT,86.70899999999999,2014,11,3.8560000000000003,201411
Austria,AUT,89.30799999999999,2014,12,2.5989999999999998,201412
Austria,AUT,92.67599999999999,2015,1,3.3680000000000003,201501
Austria,AUT,93.40999999999998,2015,2,0.7340000000000001,201502
Austria,AUT,95.35199999999998,2015,3,1.942,201503
Austria,AUT,96.70199999999997,2015,4,1.35,201504
Austria,AUT,98.38399999999997,2015,5,1.682,201505
Austria,AUT,100.38099999999997,2015,6,1.9969999999999999,201506
Austria,AUT,104.60299999999997,2015,7,4.2219999999999995,201507
Austria,AUT,108.66499999999996,2015,8,4.062,201508
Austria,AUT,109.15599999999996,2015,9,0.491,201509
Austria,AUT,109.66099999999996,2015,10,0.505,201510
Austria,AUT,112.91499999999996,2015,11,3.2539999999999996,201511
Austria,AUT,117.17999999999996,2015,12,4.265,201512
Austria,AUT,119.33299999999997,2016,1,2.153,201601
Austria,AUT,123.59199999999997,2016,2,4.2589999999999995,201602
Austria,AUT,125.08399999999997,2016,3,1.492,201603
Austria,AUT,127.03599999999997,2016,4,1.952,201604
Austria,AUT,128.17399999999998,2016,5,1.138,201605
Austria,AUT,130.12199999999999,2016,6,1.9480000000000002,201606
Austria,AUT,132.75,2016,7,2.628,201607
Austria,AUT,134.32,2016,8,1.57,201608
Austria,AUT,137.428,2016,9,3.108,201609
Austria,AUT,137.355,2016,10,-0.073,201610
Austria,AUT,138.292,2016,11,0.937,201611
Austria,AUT,139.637,2016,12,1.345,201612
Austria,AUT,137.328,2017,1,-2.309,201701
Austria,AUT,140.58100000000002,2017,2,3.253,201702
Austria,AUT,144.95100000000002,2017,3,4.37,201703
Austria,AUT,145.82300000000004,2017,4,0.872,201704
Austria,AUT,148.12500000000003,2017,5,2.302,201705
Austria,AUT,151.77300000000002,2017,6,3.648,201706
Austria,AUT,154.21800000000002,2017,7,2.445,201707
Austria,AUT,157.54100000000003,2017,8,3.323,201708
Austria,AUT,156.71800000000002,2017,9,-0.823,201709
Austria,AUT,158.69400000000002,2017,10,1.976,201710
Austria,AUT,159.47400000000002,2017,11,0.78,201711
Austria,AUT,160.704,2017,12,1.23,201712
Austria,AUT,165.598,2018,1,4.894,201801
Austria,AUT,163.76600000000002,2018,2,-1.8319999999999999,201802
Austria,AUT,163.234,2018,3,-0.532,201803
Austria,AUT,168.734,2018,4,5.5,201804
Austria,AUT,172.84300000000002,2018,5,4.109,201805
Austria,AUT,175.58200000000002,2018,6,2.739,201806
Austria,AUT,178.37600000000003,2018,7,2.7939999999999996,201807
Austria,AUT,182.47900000000004,2018,8,4.103,201808
Austria,AUT,184.88700000000003,2018,9,2.408,201809
Austria,AUT,187.75100000000003,2018,10,2.864,201810
Austria,AUT,190.22500000000002,2018,11,2.474,201811
Austria,AUT,192.181,2018,12,1.956,201812
Austria,AUT,193.09900000000002,2019,1,0.9179999999999999,201901
Austria,AUT,196.80100000000002,2019,2,3.702,201902
Austria,AUT,200.17800000000003,2019,3,3.377,201903
Austria,AUT,202.40900000000002,2019,4,2.231,201904
Austria,AUT,201.18200000000002,2019,5,-1.227,201905
Austria,AUT,206.25300000000001,2019,6,5.071000000000001,201906
Austria,AUT,209.15,2019,7,2.897,201907
Austria,AUT,212.459,2019,8,3.3089999999999997,201908
Austria,AUT,213.772,2019,9,1.3130000000000002,201909
Austria,AUT,216.56699999999998,2019,10,2.795,201910
Austria,AUT,219.11899999999997,2019,11,2.552,201911
Austria,AUT,222.30899999999997,2019,12,3.19,201912
Austria,AUT,225.72699999999998,2020,1,3.418,202001
Austria,AUT,230.77599999999998,2020,2,5.0489999999999995,202002
Austria,AUT,232.783,2020,3,2.0069999999999997,202003
Austria,AUT,235.70899999999997,2020,4,2.926,202004
Austria,AUT,236.27599999999998,2020,5,0.5670000000000001,202005
Austria,AUT,237.539,2020,6,1.263,202006
Austria,AUT,239.35899999999998,2020,7,1.82,202007
Austria,AUT,242.527,2020,8,3.168,202008
Austria,AUT,244.53099999999998,2020,9,2.004,202009
Austria,AUT,245.51999999999998,2020,10,0.9890000000000001,202010
Austria,AUT,247.39899999999997,2020,11,1.879,202011
Austria,AUT,249.68499999999997,2020,12,2.286,202012
Belgium,BEL,2.2,2009,12,0.0,200912
Belgium,BEL,-0.20399999999999974,2010,1,-2.404,201001
Belgium,BEL,-0.5839999999999997,2010,2,-0.38,201002
Belgium,BEL,0.23000000000000032,2010,3,0.8140000000000001,201003
Belgium,BEL,1.6360000000000001,2010,4,1.406,201004
Belgium,BEL,0.43300000000000005,2010,5,-1.203,201005
Belgium,BEL,1.967,2010,6,1.534,201006
Belgium,BEL,5.12,2010,7,3.153,201007
Belgium,BEL,5.492,2010,8,0.37200000000000005,201008
Belgium,BEL,4.989,2010,9,-0.503,201009
Belgium,BEL,4.906,2010,10,-0.083,201010
Belgium,BEL,5.396999999999999,2010,11,0.491,201011
Belgium,BEL,1.3299999999999992,2010,12,-4.067,201012
Belgium,BEL,2.8649999999999993,2011,1,1.535,201101
Belgium,BEL,4.845999999999999,2011,2,1.9809999999999999,201102
Belgium,BEL,6.709,2011,3,1.8630000000000002,201103
Belgium,BEL,11.446,2011,4,4.737,201104
Belgium,BEL,13.652999999999999,2011,5,2.207,201105
Belgium,BEL,14.912999999999998,2011,6,1.26,201106
Belgium,BEL,14.208999999999998,2011,7,-0.7040000000000001,201107
Belgium,BEL,15.262999999999998,2011,8,1.054,201108
Belgium,BEL,17.298,2011,9,2.035,201109
Belgium,BEL,18.712999999999997,2011,10,1.415,201110
Belgium,BEL,20.819999999999997,2011,11,2.1069999999999998,201111
Belgium,BEL,23.574999999999996,2011,12,2.755,201112
Belgium,BEL,26.415999999999997,2012,1,2.841,201201
Belgium,BEL,24.212999999999997,2012,2,-2.2030000000000003,201202
Belgium,BEL,27.490999999999996,2012,3,3.278,201203
Belgium,BEL,27.795999999999996,2012,4,0.305,201204
Belgium,BEL,29.893999999999995,2012,5,2.0980000000000003,201205
Belgium,BEL,30.187999999999995,2012,6,0.294,201206
Belgium,BEL,30.644999999999996,2012,7,0.457,201207
Belgium,BEL,32.915,2012,8,2.27,201208
Belgium,BEL,33.01,2012,9,0.095,201209
Belgium,BEL,33.272999999999996,2012,10,0.263,201210
Belgium,BEL,34.392999999999994,2012,11,1.12,201211
Belgium,BEL,35.971,2012,12,1.578,201212
Belgium,BEL,36.230999999999995,2013,1,0.26,201301
Belgium,BEL,35.020999999999994,2013,2,-1.21,201302
Belgium,BEL,32.535,2013,3,-2.4859999999999998,201303
Belgium,BEL,33.047999999999995,2013,4,0.513,201304
Belgium,BEL,32.242999999999995,2013,5,-0.805,201305
Belgium,BEL,32.517999999999994,2013,6,0.275,201306
Belgium,BEL,35.291999999999994,2013,7,2.7739999999999996,201307
Belgium,BEL,36.928,2013,8,1.636,201308
Belgium,BEL,37.36,2013,9,0.43200000000000005,201309
Belgium,BEL,39.441,2013,10,2.081,201310
Belgium,BEL,39.973,2013,11,0.532,201311
Belgium,BEL,42.431,2013,12,2.458,201312
Belgium,BEL,46.128,2014,1,3.697,201401
Belgium,BEL,49.879,2014,2,3.7510000000000003,201402
Belgium,BEL,53.376999999999995,2014,3,3.498,201403
Belgium,BEL,57.032,2014,4,3.655,201404
Belgium,BEL,57.913,2014,5,0.8809999999999999,201405
Belgium,BEL,59.19799999999999,2014,6,1.285,201406
Belgium,BEL,61.650999999999996,2014,7,2.4530000000000003,201407
Belgium,BEL,61.293,2014,8,-0.358,201408
Belgium,BEL,63.103,2014,9,1.81,201409
Belgium,BEL,66.159,2014,10,3.056,201410
Belgium,BEL,68.881,2014,11,2.722,201411
Belgium,BEL,70.288,2014,12,1.4069999999999998,201412
Belgium,BEL,72.068,2015,1,1.78,201501
Belgium,BEL,72.474,2015,2,0.406,201502
Belgium,BEL,73.754,2015,3,1.28,201503
Belgium,BEL,75.18100000000001,2015,4,1.4269999999999998,201504
Belgium,BEL,75.793,2015,5,0.612,201505
Belgium,BEL,76.85400000000001,2015,6,1.061,201506
Belgium,BEL,79.43,2015,7,2.576,201507
Belgium,BEL,82.20400000000001,2015,8,2.7739999999999996,201508
Belgium,BEL,81.55600000000001,2015,9,-0.648,201509
Belgium,BEL,81.46100000000001,2015,10,-0.095,201510
Belgium,BEL,85.28300000000002,2015,11,3.822,201511
Belgium,BEL,91.14800000000001,2015,12,5.865,201512
Belgium,BEL,93.79,2016,1,2.642,201601
Belgium,BEL,96.08000000000001,2016,2,2.29,201602
Belgium,BEL,96.33400000000002,2016,3,0.254,201603
Belgium,BEL,96.74100000000001,2016,4,0.40700000000000003,201604
Belgium,BEL,98.37100000000001,2016,5,1.63,201605
Belgium,BEL,99.811,2016,6,1.44,201606
Belgium,BEL,101.67500000000001,2016,7,1.864,201607
Belgium,BEL,103.67000000000002,2016,8,1.995,201608
Belgium,BEL,107.36800000000001,2016,9,3.698,201609
Belgium,BEL,107.20700000000001,2016,10,-0.161,201610
Belgium,BEL,107.68100000000001,2016,11,0.474,201611
Belgium,BEL,108.772,2016,12,1.091,201612
Belgium,BEL,107.74000000000001,2017,1,-1.032,201701
Belgium,BEL,110.75800000000001,2017,2,3.0180000000000002,201702
Belgium,BEL,114.709,2017,3,3.951,201703
Belgium,BEL,115.271,2017,4,0.562,201704
